Experiment,Simulation,ID,Sex,ftype,mate_value,male_promiscuity,num_matings,num_unique_mates,mate_switching,prop_mate_switching
1,1,0,female,1,52.68792255,NA,7125,72,335,0.047017544
1,1,1,female,1,50.23739142,NA,7610,62,535,0.070302234
1,1,2,female,1,67.17941234,NA,7941,58,721,0.09079461
1,1,3,female,1,45.53958997,NA,8852,38,90,0.010167194
1,1,4,female,1,51.81703113,NA,8859,52,179,0.020205441
1,1,5,female,1,45.00605029,NA,7029,66,322,0.045810215
1,1,6,female,1,46.45226771,NA,8093,48,778,0.09613246
1,1,7,female,1,50.73568753,NA,7008,62,420,0.059931507
1,1,8,female,1,68.13284998,NA,6891,76,2846,0.413002467
1,1,9,female,1,38.05083193,NA,8140,50,159,0.01953317
1,1,10,female,1,63.38917674,NA,7980,50,552,0.069172932
1,1,11,female,1,45.05678765,NA,7506,57,158,0.021049827
1,1,12,female,1,66.63888263,NA,6575,69,1367,0.207908745
1,1,13,female,1,54.30646321,NA,6151,60,969,0.15753536
1,1,14,female,1,64.73938985,NA,7688,66,305,0.039672216
1,1,15,female,1,52.16023514,NA,6839,60,494,0.072232783
1,1,16,female,1,44.12311758,NA,7003,57,146,0.020848208
1,1,17,female,1,45.0900317,NA,7228,59,252,0.034864416
1,1,18,female,1,50.59647361,NA,6551,42,147,0.022439322
1,1,19,female,1,41.66844256,NA,7279,68,371,0.05096854
1,1,20,female,1,48.76070337,NA,5899,60,238,0.040345821
1,1,21,female,1,51.91033555,NA,8875,46,114,0.01284507
1,1,22,female,1,24.61372137,NA,7607,40,464,0.060996451
1,1,23,female,1,55.83108741,NA,8428,63,244,0.028951115
1,1,24,female,1,44.84346172,NA,7815,66,553,0.070761356
1,1,25,female,1,42.48175913,NA,6932,60,242,0.03491056
1,1,26,female,1,51.31138807,NA,7209,51,228,0.031627133
1,1,27,female,1,47.52869405,NA,8118,56,160,0.019709288
1,1,28,female,1,44.83360962,NA,8160,57,166,0.020343137
1,1,29,female,1,43.64035068,NA,8606,58,148,0.017197304
1,1,30,female,1,32.99963607,NA,9199,37,77,0.008370475
1,1,31,female,1,36.33814227,NA,7945,48,373,0.046947766
1,1,32,female,1,51.12209795,NA,7619,50,183,0.0240189
1,1,33,female,1,52.97908497,NA,8009,47,216,0.026969659
1,1,34,female,1,47.45948483,NA,8714,42,118,0.013541428
1,1,35,female,1,64.50841323,NA,8173,59,444,0.054325217
1,1,36,female,1,68.25575229,NA,3638,96,2204,0.605827378
1,1,37,female,1,42.22119745,NA,8778,48,423,0.048188653
1,1,38,female,1,54.58003577,NA,7721,58,248,0.032120192
1,1,39,female,1,62.60122652,NA,8585,53,375,0.043680839
1,1,40,female,1,60.1448882,NA,8456,57,428,0.050614948
1,1,41,female,1,56.055898,NA,7858,68,277,0.0352507
1,1,42,female,1,63.53109602,NA,7994,61,481,0.060170128
1,1,43,female,1,34.38028794,NA,5545,54,230,0.04147881
1,1,44,female,1,47.07165388,NA,8186,51,129,0.015758612
1,1,45,female,1,56.32626825,NA,8612,45,106,0.012308407
1,1,46,female,1,39.67567684,NA,7612,56,253,0.033236994
1,1,47,female,1,51.39097234,NA,7640,54,275,0.035994764
1,1,48,female,1,43.67875558,NA,8628,50,125,0.014487714
1,1,49,female,1,49.4542434,NA,7724,45,145,0.018772657
1,1,50,female,0,38.40317338,NA,8469,44,212,0.025032471
1,1,51,female,0,55.77714859,NA,8812,49,259,0.029391739
1,1,52,female,0,65.43762721,NA,6810,71,1771,0.260058737
1,1,53,female,0,54.3436931,NA,8665,48,130,0.015002885
1,1,54,female,0,56.78341083,NA,8981,41,502,0.05589578
1,1,55,female,0,48.20344764,NA,8307,53,206,0.024798363
1,1,56,female,0,51.30505679,NA,6671,59,219,0.032828661
1,1,57,female,0,46.07182067,NA,8252,45,364,0.044110519
1,1,58,female,0,55.58427394,NA,8189,61,194,0.023690316
1,1,59,female,0,47.65943583,NA,8718,52,338,0.03877036
1,1,60,female,0,46.1569816,NA,7956,35,86,0.010809452
1,1,61,female,0,41.63073616,NA,8504,47,151,0.01775635
1,1,62,female,0,54.82141362,NA,8080,57,135,0.016707921
1,1,63,female,0,48.74891924,NA,7831,57,178,0.022730175
1,1,64,female,0,66.64178148,NA,8368,59,765,0.091419694
1,1,65,female,0,50.83819206,NA,7020,48,327,0.046581197
1,1,66,female,0,55.07973879,NA,8636,50,164,0.018990273
1,1,67,female,0,55.16657434,NA,8514,48,157,0.018440216
1,1,68,female,0,34.70328435,NA,7466,49,147,0.019689258
1,1,69,female,0,39.48189389,NA,9258,38,148,0.015986174
1,1,70,female,0,66.84046003,NA,7901,55,1532,0.193899506
1,1,71,female,0,41.62071788,NA,6755,46,159,0.02353812
1,1,72,female,0,46.38613241,NA,7134,54,196,0.027474068
1,1,73,female,0,44.57818373,NA,8091,55,365,0.045111853
1,1,74,female,0,49.64130965,NA,8586,51,390,0.045422781
1,1,75,female,0,53.18716006,NA,6062,74,668,0.110194655
1,1,76,female,0,42.45331214,NA,8873,37,71,0.008001803
1,1,77,female,0,53.08871542,NA,8113,39,148,0.018242327
1,1,78,female,0,54.51855719,NA,8525,53,230,0.026979472
1,1,79,female,0,37.58395471,NA,7330,60,278,0.03792633
1,1,80,female,0,56.72462194,NA,7500,58,226,0.030133333
1,1,81,female,0,34.29723532,NA,7343,65,767,0.104453221
1,1,82,female,0,56.26757992,NA,8016,47,342,0.042664671
1,1,83,female,0,49.02360376,NA,7830,49,450,0.057471264
1,1,84,female,0,51.74011216,NA,7467,57,247,0.03307888
1,1,85,female,0,37.04462813,NA,7782,43,210,0.026985351
1,1,86,female,0,51.43652312,NA,8091,65,174,0.021505376
1,1,87,female,0,47.89721796,NA,8308,36,197,0.023712085
1,1,88,female,0,57.60247519,NA,8256,57,210,0.025436047
1,1,89,female,0,44.55072303,NA,7839,47,176,0.022451843
1,1,90,female,0,48.60133731,NA,8248,42,111,0.013457808
1,1,91,female,0,26.21948974,NA,6522,54,381,0.058417663
1,1,92,female,0,58.04514727,NA,9069,38,123,0.013562686
1,1,93,female,0,51.88007992,NA,8752,49,153,0.017481718
1,1,94,female,0,39.09121624,NA,5669,62,308,0.05433057
1,1,95,female,0,47.49678469,NA,8806,47,617,0.070065864
1,1,96,female,0,42.30381133,NA,6887,53,249,0.036155075
1,1,97,female,0,49.07605012,NA,8719,41,103,0.011813281
1,1,98,female,0,36.85220569,NA,6627,60,459,0.06926211
1,1,99,female,0,37.91084989,NA,7099,47,141,0.019861952
1,1,100,male,NA,49.46703742,0,5751,53,3325,0.57816032
1,1,101,male,NA,53.11840605,0,17357,81,12022,0.692631215
1,1,102,male,NA,48.73926054,0,6079,46,3656,0.601414706
1,1,103,male,NA,57.73120394,0,20371,74,15232,0.747729616
1,1,104,male,NA,51.95784311,0,9211,59,6242,0.677668006
1,1,105,male,NA,52.00260406,100,948,86,481,0.507383966
1,1,106,male,NA,44.84835121,0,210,8,23,0.10952381
1,1,107,male,NA,48.71690546,0,164,6,5,0.030487805
1,1,108,male,NA,52.26577133,0,18007,72,14627,0.812295219
1,1,109,male,NA,57.08201325,0,23583,80,19187,0.813594538
1,1,110,male,NA,35.21517969,0,1748,30,1558,0.891304348
1,1,111,male,NA,51.79424685,0,6721,65,2669,0.397113525
1,1,112,male,NA,56.26619681,0,17215,80,11723,0.680975893
1,1,113,male,NA,56.03258639,0,19413,70,13946,0.718384588
1,1,114,male,NA,47.59949725,100,435,63,220,0.505747126
1,1,115,male,NA,50.82825053,0,6424,60,3936,0.612702366
1,1,116,male,NA,47.87759245,100,394,60,250,0.634517766
1,1,117,male,NA,45.56449361,100,303,62,158,0.521452145
1,1,118,male,NA,44.13038982,0,1,1,0,0
1,1,119,male,NA,50.01246491,0,1758,36,516,0.293515358
1,1,120,male,NA,44.16779247,0,2,2,1,0.5
1,1,121,male,NA,35.89839559,0,3405,40,1991,0.584728341
1,1,122,male,NA,43.69046079,0,139,11,25,0.179856115
1,1,123,male,NA,57.19529667,0,29250,82,24594,0.840820513
1,1,124,male,NA,48.95374857,0,1747,18,889,0.508872353
1,1,125,male,NA,51.86022846,0,6585,61,4876,0.740470767
1,1,126,male,NA,52.14076661,100,1173,87,662,0.564364876
1,1,127,male,NA,43.84286865,0,1,1,0,0
1,1,128,male,NA,43.85505798,0,1888,38,924,0.48940678
1,1,129,male,NA,44.58403136,0,1977,18,997,0.504299444
1,1,130,male,NA,43.03228589,0,758,15,109,0.143799472
1,1,131,male,NA,54.82826441,0,20152,84,15749,0.78151052
1,1,132,male,NA,52.80665285,0,8085,67,3712,0.459121831
1,1,133,male,NA,53.65645951,0,17557,80,13639,0.776841146
1,1,134,male,NA,55.90466623,0,19595,77,14452,0.737535085
1,1,135,male,NA,46.20013576,100,454,69,248,0.546255507
1,1,136,male,NA,51.5892644,0,6373,57,3252,0.510277734
1,1,137,male,NA,49.47754266,0,1017,18,147,0.144542773
1,1,138,male,NA,51.18453503,100,988,71,659,0.667004049
1,1,139,male,NA,55.38469969,100,4715,98,3641,0.772216331
1,1,140,male,NA,50.71944519,0,4136,38,3577,0.864845261
1,1,141,male,NA,42.93029485,0,2993,30,2245,0.750083528
1,1,142,male,NA,52.55612045,100,1069,88,765,0.715622077
1,1,143,male,NA,49.43095603,0,900,10,686,0.762222222
1,1,144,male,NA,54.014146,0,16127,76,11668,0.723507162
1,1,145,male,NA,56.69361335,0,26303,86,21145,0.803900696
1,1,146,male,NA,52.34259302,0,9847,81,4871,0.494668427
1,1,147,male,NA,44.79500069,0,119,9,83,0.697478992
1,1,148,male,NA,49.15919599,100,843,73,378,0.448398577
1,1,149,male,NA,53.05524194,0,19343,75,15354,0.793775526
1,1,150,male,NA,52.63679158,0,20121,74,16887,0.839272402
1,1,151,male,NA,57.93972273,0,18652,87,12351,0.662180999
1,1,152,male,NA,42.31390973,100,594,57,328,0.552188552
1,1,153,male,NA,49.1822798,0,2,2,1,0.5
1,1,154,male,NA,41.92981604,0,369,8,215,0.582655827
1,1,155,male,NA,42.19207956,0,842,17,507,0.602137767
1,1,156,male,NA,54.29578443,0,17645,82,12998,0.736639275
1,1,157,male,NA,55.0012757,0,24326,84,19844,0.815752693
1,1,158,male,NA,48.843483,0,56,5,4,0.071428571
1,1,159,male,NA,50.99430397,0,2628,36,581,0.22108067
1,1,160,male,NA,48.85793555,100,348,64,210,0.603448276
1,1,161,male,NA,41.67184941,100,174,48,98,0.563218391
1,1,162,male,NA,56.78555391,0,26027,70,21502,0.826142083
1,1,163,male,NA,43.55943297,0,1,1,0,0
1,1,164,male,NA,60.40876435,0,21150,83,15271,0.722033097
1,1,165,male,NA,55.83375947,0,19564,79,14818,0.757411572
1,1,166,male,NA,51.36273539,0,6834,56,3572,0.522680714
1,1,167,male,NA,56.50317336,100,5604,100,4085,0.728943612
1,1,168,male,NA,51.01712371,0,2904,41,811,0.279269972
1,1,169,male,NA,48.20961169,0,677,11,49,0.072378139
1,1,170,male,NA,51.6865144,100,650,77,426,0.655384615
1,1,171,male,NA,49.98225439,0,4567,58,2308,0.505364572
1,1,172,male,NA,51.76685334,0,6734,51,4169,0.619097119
1,1,173,male,NA,50.4936129,0,654,22,58,0.088685015
1,1,174,male,NA,53.95585726,0,15204,78,11506,0.756774533
1,1,175,male,NA,62.76805105,0,36815,85,33173,0.901072932
1,1,176,male,NA,58.0875364,0,29948,88,26117,0.872078269
1,1,177,male,NA,45.81247491,100,336,62,228,0.678571429
1,1,178,male,NA,44.85191594,0,8338,54,6137,0.736027824
1,1,179,male,NA,58.74008636,0,40167,87,37044,0.922249608
1,1,180,male,NA,45.74269914,0,3378,47,878,0.259917111
1,1,181,male,NA,51.11046511,0,6512,44,5000,0.767813268
1,1,182,male,NA,38.95907468,0,4691,51,2053,0.437646557
1,1,183,male,NA,47.42833091,0,1381,41,433,0.313540912
1,1,184,male,NA,52.52536587,0,9887,74,6583,0.665823809
1,1,185,male,NA,51.30755381,0,1620,29,826,0.509876543
1,1,186,male,NA,50.86940422,0,2776,35,2108,0.759365994
1,1,187,male,NA,53.85855647,0,15272,77,10682,0.699449974
1,1,188,male,NA,52.35959188,100,1086,84,761,0.700736648
1,1,189,male,NA,48.43884813,0,43,11,16,0.372093023
1,1,190,male,NA,52.07493307,0,6809,51,5049,0.741518578
1,1,191,male,NA,53.78367684,0,12435,76,7961,0.640209087
1,1,192,male,NA,44.33613439,100,262,58,159,0.606870229
1,1,193,male,NA,46.24635096,100,281,64,188,0.669039146
1,1,194,male,NA,52.9007238,0,11700,74,7701,0.658205128
1,1,195,male,NA,49.85795142,0,1096,26,89,0.08120438
1,1,196,male,NA,49.01497113,0,740,5,562,0.759459459
1,1,197,male,NA,53.04055555,0,10772,66,6680,0.620126253
1,1,198,male,NA,44.6691058,100,444,63,182,0.40990991
1,1,199,male,NA,54.21918316,0,11590,65,9177,0.791803279
1,2,0,female,0,33.90430018,NA,6892,76,2089,0.303105049
1,2,1,female,0,46.24209701,NA,8469,58,751,0.088676349
1,2,2,female,0,57.86329522,NA,7163,64,1144,0.159709619
1,2,3,female,0,61.01640011,NA,8384,60,769,0.091722328
1,2,4,female,0,51.861857,NA,6940,70,997,0.143659942
1,2,5,female,0,62.03501267,NA,8054,56,1011,0.125527688
1,2,6,female,0,58.53840903,NA,8225,58,215,0.026139818
1,2,7,female,0,30.76307343,NA,7641,56,563,0.073681455
1,2,8,female,0,66.67816072,NA,8154,70,2596,0.318371351
1,2,9,female,0,56.94573109,NA,7821,57,468,0.059838895
1,2,10,female,0,73.05610899,NA,5435,99,2707,0.498068077
1,2,11,female,0,45.93264386,NA,5793,67,643,0.11099603
1,2,12,female,0,56.49756058,NA,8221,61,546,0.066415278
1,2,13,female,0,48.58178516,NA,6954,60,793,0.114035088
1,2,14,female,0,53.11644656,NA,9121,37,420,0.046047583
1,2,15,female,0,49.55990499,NA,6346,62,414,0.065237945
1,2,16,female,0,66.8333889,NA,7719,67,1715,0.222179039
1,2,17,female,0,36.10845087,NA,7927,54,683,0.086161221
1,2,18,female,0,71.24609863,NA,7365,68,3958,0.537406653
1,2,19,female,0,45.12787495,NA,7811,46,251,0.03213417
1,2,20,female,0,44.69890608,NA,8329,48,890,0.106855565
1,2,21,female,0,46.07230793,NA,6966,69,210,0.030146425
1,2,22,female,0,49.09217512,NA,7407,49,515,0.069528824
1,2,23,female,0,57.27945299,NA,7234,64,648,0.089576998
1,2,24,female,0,45.16478653,NA,8196,52,331,0.040385554
1,2,25,female,0,48.68923129,NA,7675,52,513,0.066840391
1,2,26,female,0,34.31790366,NA,7424,66,360,0.048491379
1,2,27,female,0,63.05018132,NA,8216,56,773,0.094084713
1,2,28,female,0,65.70009451,NA,8258,62,2226,0.269556793
1,2,29,female,0,54.96976983,NA,6156,55,260,0.042235218
1,2,30,female,0,54.59857938,NA,7263,60,437,0.060167975
1,2,31,female,0,36.10009797,NA,7797,62,747,0.095806079
1,2,32,female,0,54.50498811,NA,8086,65,808,0.099925798
1,2,33,female,0,58.41946008,NA,7884,57,938,0.11897514
1,2,34,female,0,33.19784404,NA,8155,57,957,0.117351318
1,2,35,female,0,45.63635692,NA,7851,60,298,0.037956948
1,2,36,female,0,37.0352476,NA,7105,47,165,0.023223082
1,2,37,female,0,50.74822797,NA,7552,65,204,0.027012712
1,2,38,female,0,31.21454554,NA,7468,54,207,0.027718265
1,2,39,female,0,61.09564409,NA,8523,61,1201,0.140912824
1,2,40,female,0,51.64839939,NA,7660,49,276,0.036031332
1,2,41,female,0,36.80111239,NA,7898,50,191,0.024183338
1,2,42,female,0,55.29984637,NA,7337,54,440,0.059970015
1,2,43,female,0,45.11847953,NA,7969,67,1196,0.150081566
1,2,44,female,0,56.35534115,NA,7929,61,623,0.078572329
1,2,45,female,0,59.97772461,NA,7533,60,1072,0.142307182
1,2,46,female,0,43.41103017,NA,7537,49,102,0.013533236
1,2,47,female,0,55.7526178,NA,6418,72,553,0.086163914
1,2,48,female,0,43.42969988,NA,8282,49,1314,0.158657329
1,2,49,female,0,57.54336441,NA,7672,56,1278,0.166579771
1,2,50,female,1,49.61456972,NA,6170,59,938,0.152025932
1,2,51,female,1,49.18331099,NA,7148,51,798,0.111639619
1,2,52,female,1,52.28340747,NA,7811,57,674,0.086288567
1,2,53,female,1,50.38387991,NA,8361,56,1028,0.1229518
1,2,54,female,1,55.50221183,NA,7667,70,1610,0.20999087
1,2,55,female,1,52.47083934,NA,8463,53,304,0.035921068
1,2,56,female,1,43.35625177,NA,8684,69,652,0.075080608
1,2,57,female,1,60.31333699,NA,8476,53,738,0.087069372
1,2,58,female,1,49.16188323,NA,5999,65,909,0.151525254
1,2,59,female,1,56.48611894,NA,7783,63,238,0.030579468
1,2,60,female,1,45.42877433,NA,7505,57,270,0.035976016
1,2,61,female,1,47.71107073,NA,7812,57,698,0.089349718
1,2,62,female,1,28.63138239,NA,6597,62,846,0.128240109
1,2,63,female,1,70.12695643,NA,7659,66,2588,0.337903121
1,2,64,female,1,49.7056807,NA,8425,53,575,0.068249258
1,2,65,female,1,35.19158631,NA,7795,33,83,0.010647851
1,2,66,female,1,28.11454852,NA,6855,62,448,0.065353756
1,2,67,female,1,33.95701556,NA,8177,64,243,0.0297175
1,2,68,female,1,47.20741479,NA,6836,69,570,0.083382095
1,2,69,female,1,51.26597037,NA,7704,66,645,0.083722741
1,2,70,female,1,43.24358112,NA,7317,73,770,0.105234386
1,2,71,female,1,42.6730064,NA,8219,55,765,0.093077017
1,2,72,female,1,55.0792882,NA,8299,55,563,0.067839499
1,2,73,female,1,70.90008059,NA,8524,49,2234,0.262083529
1,2,74,female,1,70.78267411,NA,8864,62,2972,0.335288809
1,2,75,female,1,48.62682546,NA,7090,62,229,0.032299013
1,2,76,female,1,65.57382873,NA,6305,71,1079,0.171134021
1,2,77,female,1,35.99554925,NA,7562,65,668,0.088336419
1,2,78,female,1,47.54226705,NA,8489,40,348,0.040994228
1,2,79,female,1,63.24589842,NA,7692,71,2090,0.271710868
1,2,80,female,1,52.39677177,NA,6996,64,395,0.056460835
1,2,81,female,1,24.81322805,NA,6925,76,1087,0.156967509
1,2,82,female,1,38.24631579,NA,9029,40,603,0.066784805
1,2,83,female,1,59.62643688,NA,6817,67,882,0.129382426
1,2,84,female,1,58.02204974,NA,8807,56,859,0.097536051
1,2,85,female,1,50.69424791,NA,8274,59,680,0.082185158
1,2,86,female,1,59.27379144,NA,8266,59,712,0.086135979
1,2,87,female,1,63.34262858,NA,8636,49,1402,0.162343678
1,2,88,female,1,41.012681,NA,8104,58,1731,0.213598223
1,2,89,female,1,43.88252162,NA,9216,36,1232,0.133680556
1,2,90,female,1,49.09606179,NA,8904,55,953,0.107030548
1,2,91,female,1,50.92956424,NA,8207,52,1033,0.125868161
1,2,92,female,1,58.45127055,NA,7702,64,434,0.056349
1,2,93,female,1,61.29474474,NA,8706,55,626,0.071904434
1,2,94,female,1,57.78606838,NA,8251,57,1381,0.167373652
1,2,95,female,1,36.57139856,NA,8324,54,156,0.01874099
1,2,96,female,1,54.63045921,NA,8092,67,714,0.088235294
1,2,97,female,1,57.54187749,NA,8246,61,348,0.04220228
1,2,98,female,1,55.30179604,NA,8709,57,1300,0.149270869
1,2,99,female,1,52.63639164,NA,7620,52,495,0.06496063
1,2,100,male,NA,43.29210444,0,3590,30,1827,0.508913649
1,2,101,male,NA,50.22513147,0,719,25,61,0.084840056
1,2,102,male,NA,45.58345618,0,8494,55,5990,0.705203673
1,2,103,male,NA,48.52642921,100,618,71,396,0.640776699
1,2,104,male,NA,49.05168133,0,3806,25,2686,0.705727798
1,2,105,male,NA,51.91137763,0,13250,81,9512,0.717886792
1,2,106,male,NA,44.82343039,0,1650,38,1103,0.668484848
1,2,107,male,NA,45.93898713,0,1611,25,1083,0.672253259
1,2,108,male,NA,60.71017752,100,9801,99,7986,0.814814815
1,2,109,male,NA,45.08038399,0,3688,51,1632,0.442516269
1,2,110,male,NA,53.73490573,0,15692,82,10804,0.688503696
1,2,111,male,NA,49.37201303,100,713,71,448,0.628330996
1,2,112,male,NA,48.8157141,0,697,12,82,0.117647059
1,2,113,male,NA,49.94506489,0,263,13,118,0.448669202
1,2,114,male,NA,53.00372347,0,7220,66,4416,0.611634349
1,2,115,male,NA,49.03992719,100,361,68,246,0.681440443
1,2,116,male,NA,59.53372454,0,24054,82,19190,0.79778831
1,2,117,male,NA,46.84504249,0,4077,34,3389,0.831248467
1,2,118,male,NA,46.45806124,0,468,20,282,0.602564103
1,2,119,male,NA,59.12351862,0,29922,92,25857,0.864146782
1,2,120,male,NA,47.40071014,0,3029,50,1501,0.495543084
1,2,121,male,NA,43.68234188,0,3142,43,1888,0.600891152
1,2,122,male,NA,46.89612851,0,3674,46,2892,0.787152967
1,2,123,male,NA,42.83038202,100,412,62,166,0.402912621
1,2,124,male,NA,48.22450903,100,403,74,231,0.573200993
1,2,125,male,NA,51.17306703,0,4969,56,2593,0.521835379
1,2,126,male,NA,56.20492645,0,23931,81,18884,0.789102002
1,2,127,male,NA,42.57565339,100,522,65,346,0.662835249
1,2,128,male,NA,48.8337298,100,518,71,350,0.675675676
1,2,129,male,NA,49.51222047,0,950,18,716,0.753684211
1,2,130,male,NA,56.02394899,100,5426,98,4517,0.832473277
1,2,131,male,NA,56.91344387,100,5452,96,4176,0.765957447
1,2,132,male,NA,53.7978857,0,14264,75,10234,0.717470555
1,2,133,male,NA,49.24366886,0,1827,25,650,0.355774494
1,2,134,male,NA,48.91594929,0,4777,39,3741,0.783127486
1,2,135,male,NA,43.23098496,0,852,24,102,0.11971831
1,2,136,male,NA,49.99760416,0,3197,32,2660,0.832030028
1,2,137,male,NA,53.41791231,100,2981,94,2573,0.863133177
1,2,138,male,NA,50.80548301,0,4211,50,2721,0.646164806
1,2,139,male,NA,53.56082967,0,19416,85,15363,0.791254635
1,2,140,male,NA,49.18166167,0,1629,24,373,0.228974831
1,2,141,male,NA,53.95852706,100,3293,94,2830,0.859398725
1,2,142,male,NA,51.23747079,0,11992,72,9208,0.76784523
1,2,143,male,NA,50.90237552,0,1751,33,968,0.552826956
1,2,144,male,NA,49.84218324,100,714,76,432,0.605042017
1,2,145,male,NA,55.53976381,0,17354,80,12991,0.748588222
1,2,146,male,NA,51.79260388,0,6291,50,4856,0.77189636
1,2,147,male,NA,42.03518761,0,3160,29,1789,0.566139241
1,2,148,male,NA,54.05284722,100,4110,94,3393,0.825547445
1,2,149,male,NA,54.97959208,0,20508,81,15517,0.756631558
1,2,150,male,NA,50.7789223,0,1166,25,432,0.370497427
1,2,151,male,NA,50.24457394,0,4009,51,2901,0.723621851
1,2,152,male,NA,42.21355446,100,265,62,162,0.611320755
1,2,153,male,NA,52.02899587,0,13286,77,10134,0.76275779
1,2,154,male,NA,50.44841774,0,4303,26,3361,0.781082965
1,2,155,male,NA,47.51448513,100,553,68,382,0.690777577
1,2,156,male,NA,53.3828123,0,16043,76,12247,0.7633859
1,2,157,male,NA,52.3436008,0,19797,66,16538,0.835379098
1,2,158,male,NA,50.43041284,100,1097,69,764,0.69644485
1,2,159,male,NA,53.45239055,0,12417,69,8386,0.67536442
1,2,160,male,NA,52.65322434,0,12523,71,9919,0.792062605
1,2,161,male,NA,53.16321981,0,12491,61,9765,0.781762869
1,2,162,male,NA,47.8701088,0,10569,59,8136,0.769798467
1,2,163,male,NA,47.67540645,100,543,69,353,0.650092081
1,2,164,male,NA,56.29493115,0,18568,83,12053,0.649127531
1,2,165,male,NA,58.30632986,0,25572,87,21196,0.828875332
1,2,166,male,NA,43.96588933,100,402,62,286,0.711442786
1,2,167,male,NA,46.72328998,0,3631,33,2780,0.765629303
1,2,168,male,NA,59.15007972,100,7495,99,6155,0.821214143
1,2,169,male,NA,58.14408527,0,37749,86,34041,0.901772232
1,2,170,male,NA,54.91096823,100,3932,95,3290,0.836724313
1,2,171,male,NA,51.08188267,0,18182,71,15793,0.868606314
1,2,172,male,NA,43.1825278,0,3819,51,2535,0.663786332
1,2,173,male,NA,51.19509221,0,8953,67,5272,0.588852898
1,2,174,male,NA,46.6831479,0,2177,35,1465,0.672944419
1,2,175,male,NA,51.13174655,0,11538,69,8773,0.760357081
1,2,176,male,NA,56.47791824,0,17519,69,13543,0.773046407
1,2,177,male,NA,54.10251834,0,20125,83,16461,0.817937888
1,2,178,male,NA,54.86602607,0,23399,87,19333,0.82623189
1,2,179,male,NA,51.89380301,0,10219,59,8409,0.822878951
1,2,180,male,NA,59.16883324,0,21458,79,16417,0.765075962
1,2,181,male,NA,50.03296063,0,1157,29,282,0.243733794
1,2,182,male,NA,48.38884372,0,3981,40,1810,0.454659633
1,2,183,male,NA,45.16798794,0,2936,50,1224,0.416893733
1,2,184,male,NA,57.99796564,0,20866,90,15636,0.749353014
1,2,185,male,NA,46.23659868,100,412,68,261,0.633495146
1,2,186,male,NA,44.66062653,0,241,6,117,0.485477178
1,2,187,male,NA,51.82050115,0,8876,73,5717,0.64409644
1,2,188,male,NA,52.16309491,0,17132,83,12987,0.758055102
1,2,189,male,NA,51.39245333,0,10098,63,7169,0.709942563
1,2,190,male,NA,50.34968052,0,1146,24,585,0.510471204
1,2,191,male,NA,42.37982162,0,248,11,26,0.10483871
1,2,192,male,NA,55.38923406,0,20617,82,15637,0.758451763
1,2,193,male,NA,44.57623733,0,1713,33,876,0.511383538
1,2,194,male,NA,50.90717122,0,4513,43,2475,0.548415688
1,2,195,male,NA,53.54165566,100,2628,91,2101,0.799467275
1,2,196,male,NA,39.20692319,0,1128,14,587,0.520390071
1,2,197,male,NA,36.84313745,0,1809,34,376,0.207849641
1,2,198,male,NA,53.13784007,0,11420,68,7962,0.697197898
1,2,199,male,NA,56.92999452,0,14164,77,9595,0.677421632
1,3,0,female,1,51.70395082,NA,6851,82,657,0.095898409
1,3,1,female,1,31.58588174,NA,9202,43,232,0.02521191
1,3,2,female,1,49.8878562,NA,8747,57,936,0.107008117
1,3,3,female,1,48.77549342,NA,8580,54,1495,0.174242424
1,3,4,female,1,45.51949842,NA,6799,76,1309,0.192528313
1,3,5,female,1,49.29740681,NA,8084,61,684,0.084611578
1,3,6,female,1,43.766542,NA,7926,66,1202,0.151652788
1,3,7,female,1,44.27262336,NA,7113,67,242,0.034022213
1,3,8,female,1,51.09082029,NA,8857,52,386,0.043581348
1,3,9,female,1,55.71320153,NA,8123,66,210,0.025852518
1,3,10,female,1,56.46632757,NA,7726,64,669,0.086590733
1,3,11,female,1,32.09880468,NA,9092,39,371,0.040805103
1,3,12,female,1,52.15739322,NA,9054,52,429,0.047382372
1,3,13,female,1,34.48651032,NA,8247,61,533,0.064629562
1,3,14,female,1,45.92956268,NA,8259,62,466,0.056423296
1,3,15,female,1,55.97389759,NA,8216,63,1161,0.14130964
1,3,16,female,1,43.28993152,NA,8290,55,204,0.024607961
1,3,17,female,1,56.25992793,NA,8541,57,682,0.079850135
1,3,18,female,1,44.4961723,NA,7500,69,1271,0.169466667
1,3,19,female,1,48.89475819,NA,8121,52,369,0.045437754
1,3,20,female,1,28.3654246,NA,8093,53,322,0.039787471
1,3,21,female,1,53.56967052,NA,8502,48,183,0.021524347
1,3,22,female,1,69.55996331,NA,8545,71,1466,0.171562317
1,3,23,female,1,52.96985044,NA,6982,79,1048,0.150100258
1,3,24,female,1,51.06223986,NA,7552,63,218,0.028866525
1,3,25,female,1,42.2652679,NA,7841,60,376,0.047953067
1,3,26,female,1,43.55792908,NA,7629,48,236,0.030934592
1,3,27,female,1,65.64756888,NA,7672,69,356,0.046402503
1,3,28,female,1,51.99309738,NA,7981,64,554,0.06941486
1,3,29,female,1,52.35228449,NA,8082,56,302,0.037366988
1,3,30,female,1,41.84910419,NA,8654,60,653,0.075456436
1,3,31,female,1,47.03688188,NA,8091,54,1367,0.168953158
