Experiment,Run,Decrement,Strategy,PI,RS
2,102,TRUE,Concealers,7513.38,7.46
2,102,TRUE,Revealers,7356,7.28
2,103,TRUE,Concealers,7229.34,7.32
2,103,TRUE,Revealers,8110.26,7.72
2,104,TRUE,Concealers,7154.68,7.36
2,104,TRUE,Revealers,7972.54,7.7
2,105,TRUE,Concealers,7873.8,7.66
2,105,TRUE,Revealers,7186.08,7.3
2,106,TRUE,Concealers,7934.44,7.64
2,106,TRUE,Revealers,6615.8,7.02
2,107,TRUE,Concealers,7587.06,7.42
2,107,TRUE,Revealers,7717.36,7.4
2,108,TRUE,Concealers,7066.42,7.26
2,108,TRUE,Revealers,7246.54,7.22
2,109,TRUE,Concealers,7119.52,7.32
2,109,TRUE,Revealers,8201.42,7.74
2,110,TRUE,Concealers,7092.7,7.32
2,110,TRUE,Revealers,7063.58,7.24
2,111,TRUE,Concealers,7994.82,7.76
2,111,TRUE,Revealers,7796.5,7.54
2,112,TRUE,Concealers,7382,7.44
2,112,TRUE,Revealers,6696.76,7.12
2,113,TRUE,Concealers,6696.06,7.1
2,113,TRUE,Revealers,7543.2,7.44
2,114,TRUE,Concealers,7849.46,7.6
2,114,TRUE,Revealers,6645.94,7.1
2,115,TRUE,Concealers,7518.08,7.5
2,115,TRUE,Revealers,7237.84,7.3
2,116,TRUE,Concealers,7748.3,7.54
2,116,TRUE,Revealers,6780.76,7.04
2,117,TRUE,Concealers,7517.84,7.44
2,117,TRUE,Revealers,8067.58,7.62
2,118,TRUE,Concealers,7011.18,7.22
2,118,TRUE,Revealers,6937,7.14
2,119,TRUE,Concealers,7274.56,7.42
2,119,TRUE,Revealers,7196.44,7.34
2,120,TRUE,Concealers,6419.98,6.92
2,120,TRUE,Revealers,6421.28,6.96
2,121,TRUE,Concealers,7405.46,7.36
2,121,TRUE,Revealers,7690,7.54
2,122,TRUE,Concealers,7057.68,7.16
2,122,TRUE,Revealers,7815.46,7.64
2,123,TRUE,Concealers,7205.18,7.42
2,123,TRUE,Revealers,7905.34,7.56
2,124,TRUE,Concealers,7499,7.34
2,124,TRUE,Revealers,7337.24,7.46
2,125,TRUE,Concealers,7618.6,7.46
2,125,TRUE,Revealers,6773.28,7.2
2,126,TRUE,Concealers,7341.48,7.46
2,126,TRUE,Revealers,6287.18,6.88
2,127,TRUE,Concealers,6911.44,7.16
2,127,TRUE,Revealers,7613.9,7.48
2,128,TRUE,Concealers,8179.44,7.82
2,128,TRUE,Revealers,7144.18,7.34
2,129,TRUE,Concealers,7399.56,7.42
2,129,TRUE,Revealers,7041.2,7.26
2,130,TRUE,Concealers,7339.62,7.34
2,130,TRUE,Revealers,8064.28,7.68
2,131,TRUE,Concealers,7598.2,7.52
2,131,TRUE,Revealers,7277,7.32
2,132,TRUE,Concealers,7271.26,7.34
2,132,TRUE,Revealers,6788.8,7
2,133,TRUE,Concealers,6673.32,7.16
2,133,TRUE,Revealers,7711.9,7.54
2,134,TRUE,Concealers,7464.48,7.48
2,134,TRUE,Revealers,7463.14,7.44
2,135,TRUE,Concealers,8197.16,7.8
2,135,TRUE,Revealers,7025.18,7.2
2,136,TRUE,Concealers,6875.4,7.12
2,136,TRUE,Revealers,7689.24,7.62
2,137,TRUE,Concealers,7620,7.42
2,137,TRUE,Revealers,7072.04,7.16
2,138,TRUE,Concealers,6773.94,7.22
2,138,TRUE,Revealers,6536.5,7
2,139,TRUE,Concealers,6979.56,7.28
2,139,TRUE,Revealers,6613.86,7.1
2,140,TRUE,Concealers,6863,7.18
2,140,TRUE,Revealers,6714.82,7.02
2,141,TRUE,Concealers,7296.68,7.5
2,141,TRUE,Revealers,7070.62,7.22
2,142,TRUE,Concealers,7099.3,7.36
2,142,TRUE,Revealers,7515.08,7.3
2,143,TRUE,Concealers,7616.16,7.54
2,143,TRUE,Revealers,6835.88,7.1
2,144,TRUE,Concealers,7082,7.26
2,144,TRUE,Revealers,8210.86,7.88
2,145,TRUE,Concealers,8096.18,7.7
2,145,TRUE,Revealers,7015.46,7.22
2,146,TRUE,Concealers,7502.42,7.44
2,146,TRUE,Revealers,7561.02,7.48
2,147,TRUE,Concealers,8082.02,7.78
2,147,TRUE,Revealers,6359.28,6.82
2,148,TRUE,Concealers,7446.7,7.44
2,148,TRUE,Revealers,7277.34,7.26
2,149,TRUE,Concealers,7046.22,7.38
2,149,TRUE,Revealers,7121.34,7.18
2,150,TRUE,Concealers,6652.68,7.04
2,150,TRUE,Revealers,6869.78,7.16
2,151,TRUE,Concealers,7383.06,7.44
2,151,TRUE,Revealers,6638.5,7.06
2,152,TRUE,Concealers,7968.28,7.64
2,152,TRUE,Revealers,6619.54,7.02
2,153,TRUE,Concealers,7106.02,7.34
2,153,TRUE,Revealers,7136.4,7.22
2,154,TRUE,Concealers,6846.48,7.16
2,154,TRUE,Revealers,7275.38,7.28
2,155,TRUE,Concealers,7132.36,7.22
2,155,TRUE,Revealers,7226.48,7.3
2,156,TRUE,Concealers,8563.66,7.88
2,156,TRUE,Revealers,7333.44,7.52
2,157,TRUE,Concealers,7241,7.34
2,157,TRUE,Revealers,7724.06,7.68
2,158,TRUE,Concealers,7328.4,7.38
2,158,TRUE,Revealers,8500.56,7.82
2,159,TRUE,Concealers,7918.62,7.64
2,159,TRUE,Revealers,7485.7,7.42
2,160,TRUE,Concealers,7313.1,7.32
2,160,TRUE,Revealers,7067.18,7.2
2,161,TRUE,Concealers,7357.76,7.3
2,161,TRUE,Revealers,7457.46,7.46
2,162,TRUE,Concealers,7501.14,7.48
2,162,TRUE,Revealers,7797.16,7.56
2,163,TRUE,Concealers,6848.92,7.28
2,163,TRUE,Revealers,7138.64,7.36
2,164,TRUE,Concealers,7165.1,7.3
2,164,TRUE,Revealers,7263.98,7.4
2,165,TRUE,Concealers,6899.22,7.2
2,165,TRUE,Revealers,8005.34,7.64
2,166,TRUE,Concealers,6530.16,7.06
2,166,TRUE,Revealers,7133.18,7.32
2,167,TRUE,Concealers,7078.74,7.26
2,167,TRUE,Revealers,7511.22,7.44
2,168,TRUE,Concealers,8164.6,7.64
2,168,TRUE,Revealers,7366.72,7.46
2,169,TRUE,Concealers,6894.94,7.16
2,169,TRUE,Revealers,7285.8,7.38
2,170,TRUE,Concealers,7645.52,7.48
2,170,TRUE,Revealers,6876.64,7.18
2,171,TRUE,Concealers,7510.06,7.48
2,171,TRUE,Revealers,7516.84,7.38
2,172,TRUE,Concealers,8431.06,7.98
2,172,TRUE,Revealers,7393.92,7.44
2,173,TRUE,Concealers,7539.26,7.4
2,173,TRUE,Revealers,7119.08,7.18
2,174,TRUE,Concealers,7054.2,7.22
2,174,TRUE,Revealers,7338.16,7.38
2,175,TRUE,Concealers,7876.1,7.58
2,175,TRUE,Revealers,7478.98,7.4
2,176,TRUE,Concealers,7525.18,7.54
2,176,TRUE,Revealers,7838.4,7.62
2,177,TRUE,Concealers,7418.1,7.42
2,177,TRUE,Revealers,7097.66,7.32
2,178,TRUE,Concealers,7349,7.38
2,178,TRUE,Revealers,6741.74,7.12
2,179,TRUE,Concealers,7223.78,7.24
2,179,TRUE,Revealers,7523.48,7.5
2,180,TRUE,Concealers,7759.64,7.56
2,180,TRUE,Revealers,7107.26,7.18
2,181,TRUE,Concealers,7636.54,7.48
2,181,TRUE,Revealers,7141.1,7.28
2,182,TRUE,Concealers,7635.72,7.48
2,182,TRUE,Revealers,7816.42,7.76
2,183,TRUE,Concealers,6994.28,7.22
2,183,TRUE,Revealers,7637.24,7.44
2,184,TRUE,Concealers,6911.28,7.16
2,184,TRUE,Revealers,7437.7,7.48
2,185,TRUE,Concealers,7022.2,7.2
2,185,TRUE,Revealers,6833.1,7.26
2,186,TRUE,Concealers,7563.94,7.5
2,186,TRUE,Revealers,7761.16,7.52
2,187,TRUE,Concealers,7343.74,7.44
2,187,TRUE,Revealers,6288.78,6.94
2,188,TRUE,Concealers,7306.98,7.44
2,188,TRUE,Revealers,7144.8,7.22
2,189,TRUE,Concealers,6657.26,7
2,189,TRUE,Revealers,7148.1,7.32
2,190,TRUE,Concealers,6764.04,7.16
2,190,TRUE,Revealers,7075.36,7.28
2,191,TRUE,Concealers,7753.7,7.52
2,191,TRUE,Revealers,6776.8,7.22
2,192,TRUE,Concealers,7643.56,7.5
2,192,TRUE,Revealers,7967.34,7.68
2,193,TRUE,Concealers,6936.04,7.26
2,193,TRUE,Revealers,7496.6,7.3
2,194,TRUE,Concealers,7049.44,7.26
2,194,TRUE,Revealers,6904.04,7.22
2,195,TRUE,Concealers,6361.38,6.98
2,195,TRUE,Revealers,6418.92,6.84
2,196,TRUE,Concealers,7765.24,7.52
2,196,TRUE,Revealers,7406.18,7.4
2,197,TRUE,Concealers,6885.04,7.22
2,197,TRUE,Revealers,7177.08,7.4
2,198,TRUE,Concealers,6988.42,7.22
2,198,TRUE,Revealers,6935.76,7.08
2,199,TRUE,Concealers,7058.5,7.3
2,199,TRUE,Revealers,7773.86,7.64
2,200,TRUE,Concealers,7370.74,7.48
2,200,TRUE,Revealers,6819.42,7.14
3,1,FALSE,Concealers,7191.7,7.26
3,1,FALSE,Revealers,4731.34,6.16
3,2,FALSE,Concealers,7198.02,7.18
3,2,FALSE,Revealers,5907.9,6.6
3,3,FALSE,Concealers,8277.52,7.78
3,3,FALSE,Revealers,5242.58,6.28
3,4,FALSE,Concealers,6863.28,7
3,4,FALSE,Revealers,5569.04,6.44
3,5,FALSE,Concealers,5966.76,6.7
3,5,FALSE,Revealers,5060.08,6.22
3,6,FALSE,Concealers,8836.72,7.96
3,6,FALSE,Revealers,6629.18,6.98
3,7,FALSE,Concealers,6330.1,6.72
3,7,FALSE,Revealers,4844.04,5.98
3,8,FALSE,Concealers,8170.8,7.62
3,8,FALSE,Revealers,6442.4,6.98
3,9,FALSE,Concealers,7265.2,7.12
3,9,FALSE,Revealers,4127.68,5.8
3,10,FALSE,Concealers,7817.06,7.6
3,10,FALSE,Revealers,7136,7.26
3,11,FALSE,Concealers,7008.74,7.08
3,11,FALSE,Revealers,5625.46,6.54
3,12,FALSE,Concealers,7964.7,7.66
3,12,FALSE,Revealers,5077.4,6.22
3,13,FALSE,Concealers,7979.66,7.6
3,13,FALSE,Revealers,5700.78,6.46
3,14,FALSE,Concealers,7123.42,7.38
3,14,FALSE,Revealers,6042.26,6.72
3,15,FALSE,Concealers,7755.24,7.5
3,15,FALSE,Revealers,5579.66,6.46
3,16,FALSE,Concealers,7333.1,7.4
3,16,FALSE,Revealers,6669.84,6.88
3,17,FALSE,Concealers,7959.28,7.58
3,17,FALSE,Revealers,5038.18,6.24
3,18,FALSE,Concealers,8112.02,7.7
3,18,FALSE,Revealers,6993.38,7.14
3,19,FALSE,Concealers,7015.1,7.14
3,19,FALSE,Revealers,5010.58,6.12
3,20,FALSE,Concealers,6926.32,6.96
3,20,FALSE,Revealers,4892.98,6.04
3,21,FALSE,Concealers,7553.98,7.46
3,21,FALSE,Revealers,6299.08,6.78
3,22,FALSE,Concealers,7778.2,7.54
3,22,FALSE,Revealers,7468.72,7.42
3,23,FALSE,Concealers,7307.44,7.42
3,23,FALSE,Revealers,6030.7,6.64
3,24,FALSE,Concealers,8485.52,7.84
3,24,FALSE,Revealers,6505.06,6.9
3,25,FALSE,Concealers,5995.44,6.52
3,25,FALSE,Revealers,4549.76,5.8
3,26,FALSE,Concealers,6981.78,7.16
3,26,FALSE,Revealers,6701.84,6.98
3,27,FALSE,Concealers,7892.92,7.6
3,27,FALSE,Revealers,6066.18,6.68
3,28,FALSE,Concealers,7528.66,7.3
3,28,FALSE,Revealers,5307.76,6.26
3,29,FALSE,Concealers,6877.64,6.96
3,29,FALSE,Revealers,4431.86,5.84
3,30,FALSE,Concealers,6982.68,6.86
3,30,FALSE,Revealers,5662.02,6.48
3,31,FALSE,Concealers,6059.94,6.62
3,31,FALSE,Revealers,4331.76,5.74
3,32,FALSE,Concealers,7633.48,7.6
3,32,FALSE,Revealers,5988.72,6.66
3,33,FALSE,Concealers,8894.08,8.02
3,33,FALSE,Revealers,5932.78,6.68
3,34,FALSE,Concealers,5353.72,5.98
3,34,FALSE,Revealers,3282.28,5.2
3,35,FALSE,Concealers,7291.38,7.12
3,35,FALSE,Revealers,4734.82,6.14
3,36,FALSE,Concealers,7403.72,7.38
3,36,FALSE,Revealers,6158.14,6.72
3,37,FALSE,Concealers,6891.72,7.2
3,37,FALSE,Revealers,6686.86,7.02
3,38,FALSE,Concealers,7610.3,7.48
3,38,FALSE,Revealers,7073.66,7.2
3,39,FALSE,Concealers,6149.54,6.7
3,39,FALSE,Revealers,4068.8,5.74
3,40,FALSE,Concealers,6166.74,6.62
3,40,FALSE,Revealers,4000.4,5.74
3,41,FALSE,Concealers,7874.96,7.52
3,41,FALSE,Revealers,5736.82,6.58
3,42,FALSE,Concealers,7862.24,7.58
3,42,FALSE,Revealers,5468.12,6.3
3,43,FALSE,Concealers,8005.08,7.66
3,43,FALSE,Revealers,4982.06,6.2
3,44,FALSE,Concealers,6278.44,6.62
3,44,FALSE,Revealers,3970.76,5.76
3,45,FALSE,Concealers,7137.5,7.14
3,45,FALSE,Revealers,5427.7,6.4
3,46,FALSE,Concealers,7947.38,7.72
3,46,FALSE,Revealers,5846.1,6.7
3,47,FALSE,Concealers,6751.64,6.86
3,47,FALSE,Revealers,3642.12,5.5
3,48,FALSE,Concealers,6146.14,6.62
3,48,FALSE,Revealers,3720.08,5.5
3,49,FALSE,Concealers,7531.8,7.4
3,49,FALSE,Revealers,5102.54,6.24
3,50,FALSE,Concealers,8239.9,7.84
3,50,FALSE,Revealers,5799.14,6.56
3,51,FALSE,Concealers,6149.16,6.66
3,51,FALSE,Revealers,4413.48,5.78
3,52,FALSE,Concealers,7365.98,7.3
3,52,FALSE,Revealers,5083.88,6.26
3,53,FALSE,Concealers,7027.44,7.02
3,53,FALSE,Revealers,4063.9,5.76
3,54,FALSE,Concealers,7248.8,7.3
3,54,FALSE,Revealers,5843.1,6.6
3,55,FALSE,Concealers,6265.44,6.56
3,55,FALSE,Revealers,3925.62,5.62
3,56,FALSE,Concealers,7768.26,7.46
3,56,FALSE,Revealers,6240.52,6.66
3,57,FALSE,Concealers,7768.84,7.66
3,57,FALSE,Revealers,7045.32,7.18
3,58,FALSE,Concealers,7900.86,7.52
3,58,FALSE,Revealers,5314.04,6.28
3,59,FALSE,Concealers,7886.56,7.52
3,59,FALSE,Revealers,6453.96,6.82
3,60,FALSE,Concealers,7281.7,7.24
3,60,FALSE,Revealers,5008.68,6.18
3,61,FALSE,Concealers,6944.78,7.06
3,61,FALSE,Revealers,5119.16,6.26
3,62,FALSE,Concealers,6870.82,7.1
3,62,FALSE,Revealers,4418.42,5.88
3,63,FALSE,Concealers,5531.82,6.12
3,63,FALSE,Revealers,3783.16,5.44
3,64,FALSE,Concealers,7988.28,7.56
3,64,FALSE,Revealers,6517.86,6.96
3,65,FALSE,Concealers,8131.5,7.74
3,65,FALSE,Revealers,6342.8,6.88
3,66,FALSE,Concealers,7520.32,7.36
3,66,FALSE,Revealers,5217.1,6.36
3,67,FALSE,Concealers,7820.08,7.5
3,67,FALSE,Revealers,6240.32,6.84
3,68,FALSE,Concealers,6207.16,6.6
3,68,FALSE,Revealers,4442.66,5.86
3,69,FALSE,Concealers,7965.36,7.52
3,69,FALSE,Revealers,5651.24,6.56
3,70,FALSE,Concealers,7009.58,7.18
3,70,FALSE,Revealers,6119.62,6.76
3,71,FALSE,Concealers,7218.3,7.24
3,71,FALSE,Revealers,5872.68,6.78
3,72,FALSE,Concealers,7120.32,7.3
3,72,FALSE,Revealers,7047.44,7.26
3,73,FALSE,Concealers,7939.44,7.5
3,73,FALSE,Revealers,4900.38,6.14
3,74,FALSE,Concealers,6541.2,6.86
3,74,FALSE,Revealers,5118.94,6.34
3,75,FALSE,Concealers,6448.38,6.58
3,75,FALSE,Revealers,4248.28,5.68
3,76,FALSE,Concealers,6305.96,6.62
3,76,FALSE,Revealers,3789.38,5.54
3,77,FALSE,Concealers,6570.72,6.74
3,77,FALSE,Revealers,4115.46,5.66
3,78,FALSE,Concealers,8161.32,7.76
3,78,FALSE,Revealers,6307.78,6.9
3,79,FALSE,Concealers,7752.58,7.52
3,79,FALSE,Revealers,5657.6,6.42
3,80,FALSE,Concealers,7797.12,7.56
3,80,FALSE,Revealers,5917.72,6.58
3,81,FALSE,Concealers,8348.88,7.56
3,81,FALSE,Revealers,4957.68,6.18
3,82,FALSE,Concealers,6493.92,6.64
3,82,FALSE,Revealers,4129.26,5.7
3,83,FALSE,Concealers,6002.16,6.42
3,83,FALSE,Revealers,4191.08,5.72
3,84,FALSE,Concealers,7326.58,7.32
3,84,FALSE,Revealers,4915.48,6.2
3,85,FALSE,Concealers,7969.24,7.62
3,85,FALSE,Revealers,5753.56,6.6
3,86,FALSE,Concealers,7038.1,7.26
3,86,FALSE,Revealers,4731.4,6.14
3,87,FALSE,Concealers,7977.34,7.76
3,87,FALSE,Revealers,6194.82,6.86
3,88,FALSE,Concealers,8724.64,7.98
3,88,FALSE,Revealers,6173.54,6.82
3,89,FALSE,Concealers,8014.02,7.52
3,89,FALSE,Revealers,4844.9,6.1
3,90,FALSE,Concealers,8627.26,8.04
3,90,FALSE,Revealers,6554.72,6.9
3,91,FALSE,Concealers,7107.9,7.12
3,91,FALSE,Revealers,5523.32,6.44
3,92,FALSE,Concealers,6547.28,6.82
3,92,FALSE,Revealers,4480.5,5.92
3,93,FALSE,Concealers,7753.94,7.6
3,93,FALSE,Revealers,5436.32,6.5
3,94,FALSE,Concealers,6370.68,6.78
3,94,FALSE,Revealers,4438.7,5.92
3,95,FALSE,Concealers,6184.08,6.62
3,95,FALSE,Revealers,4989.88,6.22
3,96,FALSE,Concealers,5384.86,5.98
3,96,FALSE,Revealers,3103.04,5.24
3,97,FALSE,Concealers,7461.84,7.24
3,97,FALSE,Revealers,4687.34,6.02
3,98,FALSE,Concealers,8366.68,7.72
3,98,FALSE,Revealers,5606.04,6.48
3,99,FALSE,Concealers,7583.08,7.32
3,99,FALSE,Revealers,5744.9,6.52
3,100,FALSE,Concealers,6152.72,6.4
3,100,FALSE,Revealers,4830.38,6.08
3,101,TRUE,Concealers,7264.08,7.28
3,101,TRUE,Revealers,4488.34,5.9
3,102,TRUE,Concealers,6893.46,7.02
3,102,TRUE,Revealers,4569.56,5.94
3,103,TRUE,Concealers,8511.82,7.84
3,103,TRUE,Revealers,6305.98,6.82
3,104,TRUE,Concealers,8043.54,7.64
3,104,TRUE,Revealers,7158.84,7.18
3,105,TRUE,Concealers,6895.86,7.04
3,105,TRUE,Revealers,5418.38,6.34
3,106,TRUE,Concealers,6170.4,6.62
3,106,TRUE,Revealers,3858.34,5.6
3,107,TRUE,Concealers,6663.88,6.86
3,107,TRUE,Revealers,5127,6.18
3,108,TRUE,Concealers,6667.18,6.9
3,108,TRUE,Revealers,4524.3,5.94
3,109,TRUE,Concealers,7985.34,7.68
3,109,TRUE,Revealers,6598.92,7
3,110,TRUE,Concealers,5982,6.54
3,110,TRUE,Revealers,3638.76,5.46
3,111,TRUE,Concealers,6612,6.84
3,111,TRUE,Revealers,4686.52,6.16
3,112,TRUE,Concealers,7530.98,7.42
3,112,TRUE,Revealers,5137.66,6.26
3,113,TRUE,Concealers,6905.94,7.18
3,113,TRUE,Revealers,5827.66,6.64
3,114,TRUE,Concealers,7787.8,7.48
3,114,TRUE,Revealers,5610.96,6.36
3,115,TRUE,Concealers,5377.9,6.12
3,115,TRUE,Revealers,3914.7,5.7
3,116,TRUE,Concealers,8448.6,7.94
3,116,TRUE,Revealers,5452.02,6.46
3,117,TRUE,Concealers,7055.06,7.06
3,117,TRUE,Revealers,4606.06,6.08
3,118,TRUE,Concealers,7690.62,7.48
3,118,TRUE,Revealers,5799.58,6.58
3,119,TRUE,Concealers,6770.5,7.1
3,119,TRUE,Revealers,4432.26,5.96
3,120,TRUE,Concealers,7256.96,7.08
3,120,TRUE,Revealers,4036.02,5.52
3,121,TRUE,Concealers,7900.48,7.56
3,121,TRUE,Revealers,5029.06,6.2
3,122,TRUE,Concealers,7023.96,7.08
3,122,TRUE,Revealers,4939.14,6.08
3,123,TRUE,Concealers,5357.5,5.84
3,123,TRUE,Revealers,3507.04,5.44
3,124,TRUE,Concealers,6297.04,6.58
3,124,TRUE,Revealers,3608.26,5.44
3,125,TRUE,Concealers,7466.82,7.36
3,125,TRUE,Revealers,6001.88,6.7
3,126,TRUE,Concealers,6760.62,6.94
3,126,TRUE,Revealers,4492.14,5.9
3,127,TRUE,Concealers,7794.2,7.3
3,127,TRUE,Revealers,4696.34,6
3,128,TRUE,Concealers,7405,7.36
3,128,TRUE,Revealers,4937.52,6.24
3,129,TRUE,Concealers,7563.92,7.52
3,129,TRUE,Revealers,5335.3,6.38
3,130,TRUE,Concealers,8228.5,7.74
3,130,TRUE,Revealers,5283.94,6.36
3,131,TRUE,Concealers,6839.88,6.96
3,131,TRUE,Revealers,4700.9,6
3,132,TRUE,Concealers,7231.54,7.4
3,132,TRUE,Revealers,6176.46,6.84
3,133,TRUE,Concealers,5744.28,6.36
3,133,TRUE,Revealers,4235.54,5.78
3,134,TRUE,Concealers,6707.68,6.9
3,134,TRUE,Revealers,4223.28,5.74
3,135,TRUE,Concealers,7691.26,7.54
3,135,TRUE,Revealers,5904.2,6.66
3,136,TRUE,Concealers,6745.8,6.78
3,136,TRUE,Revealers,4643,5.94
3,137,TRUE,Concealers,7956.22,7.74
3,137,TRUE,Revealers,5586.36,6.6
3,138,TRUE,Concealers,5985.76,6.3
3,138,TRUE,Revealers,3520.04,5.36
3,139,TRUE,Concealers,8263.86,7.68
3,139,TRUE,Revealers,5090.7,6.26
3,140,TRUE,Concealers,7300.02,7.4
3,140,TRUE,Revealers,5136.04,6.26
3,141,TRUE,Concealers,6211.78,6.7
3,141,TRUE,Revealers,4820.16,6.14
3,142,TRUE,Concealers,5823.6,6.24
3,142,TRUE,Revealers,3345.02,5.28
3,143,TRUE,Concealers,7996.54,7.66
3,143,TRUE,Revealers,6186.12,6.76
3,144,TRUE,Concealers,8439.2,7.9
3,144,TRUE,Revealers,6122.8,6.86
3,145,TRUE,Concealers,5139.68,5.78
3,145,TRUE,Revealers,2720,4.86
3,146,TRUE,Concealers,7353.46,7.08
3,146,TRUE,Revealers,4613.32,6.08
3,147,TRUE,Concealers,8746.14,8
3,147,TRUE,Revealers,5774.34,6.64
3,148,TRUE,Concealers,6182.18,6.66
3,148,TRUE,Revealers,4139,5.7
3,149,TRUE,Concealers,8037.18,7.64
3,149,TRUE,Revealers,4972.44,6.18
3,150,TRUE,Concealers,6177.2,6.56
3,150,TRUE,Revealers,3623.38,5.52
3,151,TRUE,Concealers,5710.8,6.22
3,151,TRUE,Revealers,3094.62,5.26
3,152,TRUE,Concealers,8370.46,7.82
3,152,TRUE,Revealers,6652.44,7.14
3,153,TRUE,Concealers,8050.92,7.7
3,153,TRUE,Revealers,5230.02,6.22
3,154,TRUE,Concealers,7288.44,7.3
3,154,TRUE,Revealers,5572.68,6.5
3,155,TRUE,Concealers,6160.96,6.5
3,155,TRUE,Revealers,4056.06,5.58
3,156,TRUE,Concealers,7363.18,7.1
3,156,TRUE,Revealers,5038.02,6.2
3,157,TRUE,Concealers,7919.66,7.56
3,157,TRUE,Revealers,6551.5,7
3,158,TRUE,Concealers,7556.3,7.26
3,158,TRUE,Revealers,4848.34,6.1
3,159,TRUE,Concealers,6925.06,7.12
3,159,TRUE,Revealers,4983.7,6.24
3,160,TRUE,Concealers,6477.92,6.74
3,160,TRUE,Revealers,4620.48,5.9
3,161,TRUE,Concealers,6754.32,6.84
3,161,TRUE,Revealers,3738.8,5.58
3,162,TRUE,Concealers,6855.36,6.86
3,162,TRUE,Revealers,4216.02,5.76
3,163,TRUE,Concealers,7101.86,7.22
3,163,TRUE,Revealers,5892.48,6.54
3,164,TRUE,Concealers,8121.26,7.7
3,164,TRUE,Revealers,5843.18,6.6
3,165,TRUE,Concealers,7463.54,7.42
3,165,TRUE,Revealers,4862.38,6.16
3,166,TRUE,Concealers,8537.38,7.84
3,166,TRUE,Revealers,4667.94,6.08
3,167,TRUE,Concealers,7660.36,7.48
3,167,TRUE,Revealers,5357.38,6.44
3,168,TRUE,Concealers,7221.04,7.26
3,168,TRUE,Revealers,5208.94,6.28
3,169,TRUE,Concealers,7036.66,7.06
3,169,TRUE,Revealers,5081.64,6.2
3,170,TRUE,Concealers,6525.88,6.88
3,170,TRUE,Revealers,4498.16,6.08
3,171,TRUE,Concealers,6945.88,7.16
3,171,TRUE,Revealers,4748.96,6.06
3,172,TRUE,Concealers,7098,7.26
3,172,TRUE,Revealers,4329.16,5.84
3,173,TRUE,Concealers,6535.06,6.5
3,173,TRUE,Revealers,4689.96,5.94
3,174,TRUE,Concealers,8760.98,8.04
3,174,TRUE,Revealers,5474.28,6.48
3,175,TRUE,Concealers,6947.1,7.04
3,175,TRUE,Revealers,4687.44,6.06
3,176,TRUE,Concealers,7814.12,7.58
3,176,TRUE,Revealers,5744.98,6.62
3,177,TRUE,Concealers,7745.5,7.46
3,177,TRUE,Revealers,5048.62,6.1
3,178,TRUE,Concealers,7009.42,7.2
3,178,TRUE,Revealers,5434.04,6.38
3,179,TRUE,Concealers,7121.38,7.12
3,179,TRUE,Revealers,6216.74,6.7
3,180,TRUE,Concealers,6503.76,6.7
3,180,TRUE,Revealers,4506.4,5.82
3,181,TRUE,Concealers,7454.42,7.3
3,181,TRUE,Revealers,4701.84,5.94
3,182,TRUE,Concealers,6601.64,6.94
3,182,TRUE,Revealers,5175.58,6.26
3,183,TRUE,Concealers,7456.9,7.48
3,183,TRUE,Revealers,6866.02,7.14
3,184,TRUE,Concealers,7393.82,7.32
3,184,TRUE,Revealers,4134.32,5.92
3,185,TRUE,Concealers,4902,5.78
3,185,TRUE,Revealers,3024.88,5.16
3,186,TRUE,Concealers,8126.12,7.72
3,186,TRUE,Revealers,5435.98,6.34
3,187,TRUE,Concealers,7149.12,7.1
3,187,TRUE,Revealers,4150.5,5.74
3,188,TRUE,Concealers,7596.9,7.54
3,188,TRUE,Revealers,6338.9,6.92
3,189,TRUE,Concealers,6958.06,7.04
3,189,TRUE,Revealers,5193.48,6.2
3,190,TRUE,Concealers,7945.82,7.7
3,190,TRUE,Revealers,6348.54,6.86
3,191,TRUE,Concealers,6723.3,6.88
3,191,TRUE,Revealers,4663.4,6
3,192,TRUE,Concealers,5806.38,6.32
3,192,TRUE,Revealers,3646.08,5.46
3,193,TRUE,Concealers,6638.46,6.8
3,193,TRUE,Revealers,4163.6,5.8
3,194,TRUE,Concealers,7726.26,7.6
3,194,TRUE,Revealers,6779.14,7.06
3,195,TRUE,Concealers,8094.74,7.62
3,195,TRUE,Revealers,5943.16,6.74
3,196,TRUE,Concealers,8297.02,7.72
3,196,TRUE,Revealers,5930.76,6.64
3,197,TRUE,Concealers,7205.64,7.34
3,197,TRUE,Revealers,4903.98,6.08
3,198,TRUE,Concealers,6542.32,6.94
3,198,TRUE,Revealers,5187.86,6.3
3,199,TRUE,Concealers,7965.76,7.66
3,199,TRUE,Revealers,5135.48,6.32
3,200,TRUE,Concealers,6512.88,6.8
3,200,TRUE,Revealers,4890.96,6.18
