Run,Sens,Strategy,PI,RS
107,0.5,Concealers,6255.54,6.7
107,0.5,Revealers,5485.66,6.4
108,0.5,Concealers,7335.72,7.34
108,0.5,Revealers,6550.78,6.96
109,0.5,Concealers,7928.84,7.64
109,0.5,Revealers,6946.64,7.12
110,0.5,Concealers,7492.98,7.4
110,0.5,Revealers,5256.32,6.36
111,0.5,Concealers,5044.04,6.22
111,0.5,Revealers,6730.04,7.04
112,0.5,Concealers,6852.04,7.1
112,0.5,Revealers,5715.32,6.58
113,0.5,Concealers,6996.02,7.16
113,0.5,Revealers,5846.5,6.66
114,0.5,Concealers,6716.88,7.12
114,0.5,Revealers,6977.92,7.16
115,0.5,Concealers,6742.6,7
115,0.5,Revealers,5407.84,6.4
116,0.5,Concealers,7503.82,7.38
116,0.5,Revealers,6009.38,6.62
117,0.5,Concealers,7009.56,6.86
117,0.5,Revealers,4118.16,5.72
118,0.5,Concealers,7139.02,7.04
118,0.5,Revealers,5082.68,6.26
119,0.5,Concealers,6733.46,7.2
119,0.5,Revealers,7679,7.42
120,0.5,Concealers,6631.58,7.02
120,0.5,Revealers,8267.12,7.84
121,0.6,Concealers,4798.44,6.06
121,0.6,Revealers,6988.12,7.14
122,0.6,Concealers,3353.84,5.28
122,0.6,Revealers,5405.76,6.06
123,0.6,Concealers,7632.14,7.34
123,0.6,Revealers,5618.26,6.52
124,0.6,Concealers,6081.2,6.8
124,0.6,Revealers,6688.88,7.1
125,0.6,Concealers,6507,6.9
125,0.6,Revealers,4651.52,5.96
126,0.6,Concealers,4596.62,5.94
126,0.6,Revealers,5008.34,6.1
127,0.6,Concealers,7271.88,7.24
127,0.6,Revealers,5240.16,6.28
128,0.6,Concealers,5992.32,6.7
128,0.6,Revealers,7495.64,7.4
129,0.6,Concealers,6357.74,6.88
129,0.6,Revealers,5385.84,6.38
130,0.6,Concealers,5746.82,6.52
130,0.6,Revealers,6531.8,6.98
131,0.6,Concealers,7741.68,7.54
131,0.6,Revealers,6372.18,6.98
132,0.6,Concealers,6935.64,7.06
132,0.6,Revealers,5379.18,6.5
133,0.6,Concealers,6334.84,6.98
133,0.6,Revealers,5091.7,6.4
134,0.6,Concealers,7191.18,7.3
134,0.6,Revealers,6799.06,7.1
135,0.6,Concealers,4905.7,6.22
135,0.6,Revealers,6803.02,7.06
136,0.6,Concealers,6998.96,7.16
136,0.6,Revealers,7899.32,7.66
137,0.6,Concealers,6581.88,7.02
137,0.6,Revealers,6659.46,7.04
138,0.6,Concealers,5908.04,6.72
138,0.6,Revealers,5930.26,6.64
139,0.6,Concealers,6625.18,7
139,0.6,Revealers,7091.22,7.18
140,0.6,Concealers,6320.8,6.72
140,0.6,Revealers,6091.8,6.76
141,0.7,Concealers,6591.46,6.92
141,0.7,Revealers,5942.86,6.72
142,0.7,Concealers,7168.12,7.14
142,0.7,Revealers,5057,6.18
143,0.7,Concealers,6387.04,6.68
143,0.7,Revealers,4693.62,6.1
144,0.7,Concealers,6396.04,6.7
144,0.7,Revealers,4401.1,5.9
145,0.7,Concealers,6081.76,6.72
145,0.7,Revealers,7282.32,7.14
146,0.7,Concealers,5559.78,6.46
146,0.7,Revealers,5967.24,6.62
147,0.7,Concealers,6686.52,6.94
147,0.7,Revealers,4816.28,6.16
148,0.7,Concealers,6602.8,7.04
148,0.7,Revealers,7819.96,7.58
149,0.7,Concealers,6407.2,6.64
149,0.7,Revealers,4748.52,6.1
150,0.7,Concealers,6686.58,6.92
150,0.7,Revealers,4239.78,5.94
151,0.7,Concealers,4366.72,5.98
151,0.7,Revealers,6271.84,6.76
152,0.7,Concealers,8386.92,7.88
152,0.7,Revealers,5555.5,6.5
153,0.7,Concealers,6623.26,6.8
153,0.7,Revealers,4358.72,5.96
154,0.7,Concealers,6171.86,6.76
154,0.7,Revealers,7764.1,7.52
155,0.7,Concealers,5253.52,6.46
155,0.7,Revealers,8008.22,7.62
156,0.7,Concealers,7064.28,7.22
156,0.7,Revealers,6396.2,6.86
157,0.7,Concealers,6668.46,6.82
