"Run","Sens","Strategy","PI","RS"
74,0,"Concealers",9528.9,8.12
74,0,"Revealers",6902.78,7.04
75,0,"Concealers",9800.26,8.5
75,0,"Revealers",7706.62,7.52
76,0,"Concealers",8829.66,7.98
76,0,"Revealers",8316.9,7.58
77,0,"Concealers",9756.68,8.52
77,0,"Revealers",8074.8,7.62
78,0,"Concealers",9949.7,8.5
78,0,"Revealers",7563.66,7.36
79,0,"Concealers",9629.28,8.42
79,0,"Revealers",7659.46,7.36
80,0,"Concealers",9623.54,8.28
80,0,"Revealers",7898.9,7.64
81,0,"Concealers",9921.56,8.34
81,0,"Revealers",7363.68,7.22
82,0,"Concealers",9026.3,8.04
82,0,"Revealers",8389.52,7.74
83,0,"Concealers",9834.34,8.48
83,0,"Revealers",7521.02,7.34
84,0,"Concealers",9317.14,8.26
84,0,"Revealers",8237.08,7.62
85,0,"Concealers",9232.28,8.26
85,0,"Revealers",7716.08,7.34
86,0,"Concealers",10228.84,8.46
86,0,"Revealers",7124.92,7.22
87,0,"Concealers",9952.2,8.52
87,0,"Revealers",7376.02,7.26
88,0,"Concealers",9860.5,8.46
88,0,"Revealers",7286.42,7.16
89,0,"Concealers",9199.98,8.16
89,0,"Revealers",6408.8,6.82
90,0,"Concealers",9628.02,8.4
90,0,"Revealers",7625.48,7.44
91,0,"Concealers",9418.26,8.42
91,0,"Revealers",8311.8,7.82
92,0,"Concealers",9069.98,8.22
92,0,"Revealers",8345.94,7.68
93,0,"Concealers",9747.38,8.38
93,0,"Revealers",6653.8,6.9
94,0,"Concealers",8727.52,7.96
94,0,"Revealers",8742.74,7.82
95,0,"Concealers",9489.96,8.22
95,0,"Revealers",7656.06,7.54
96,0,"Concealers",9737.56,8.36
96,0,"Revealers",7370.3,7.24
97,0,"Concealers",10050.66,8.56
97,0,"Revealers",7627.02,7.46
98,0,"Concealers",9272.1,8.32
98,0,"Revealers",7873.64,7.38
99,0,"Concealers",9155.2,8.06
99,0,"Revealers",8169.92,7.62
100,0,"Concealers",9385,8.16
100,0,"Revealers",7812.44,7.56
101,10,"Concealers",9022.86,8.06
101,10,"Revealers",5923.86,6.6
102,10,"Concealers",9329.54,8.28
102,10,"Revealers",7268.72,7.26
103,10,"Concealers",8419.62,7.68
103,10,"Revealers",5698.94,6.54
104,10,"Concealers",9039.26,8.08
104,10,"Revealers",5928.66,6.68
105,10,"Concealers",8818.42,7.82
105,10,"Revealers",5884.88,6.66
106,10,"Concealers",8745.56,8.1
106,10,"Revealers",7684.08,7.46
107,10,"Concealers",8761.52,7.9
107,10,"Revealers",6596.44,6.94
108,10,"Concealers",8357.32,7.78
108,10,"Revealers",6813.74,7.1
109,10,"Concealers",7760.54,7.54
109,10,"Revealers",7005.18,7.06
110,10,"Concealers",8575.88,8
110,10,"Revealers",6651.48,6.9
111,10,"Concealers",9365.38,8.22
111,10,"Revealers",6383.16,6.9
112,10,"Concealers",7895.18,7.56
112,10,"Revealers",5809.64,6.44
113,10,"Concealers",8247.08,7.84
113,10,"Revealers",6931.92,7.18
114,10,"Concealers",8359.8,7.78
114,10,"Revealers",6738.36,6.9
115,10,"Concealers",8406.08,7.88
115,10,"Revealers",6812.12,6.96
116,10,"Concealers",9027.06,8.12
116,10,"Revealers",6720.02,7.04
117,10,"Concealers",9092.26,8.1
117,10,"Revealers",6495.64,7.02
118,10,"Concealers",8244.44,7.66
118,10,"Revealers",4999.78,6.26
119,10,"Concealers",9655.32,8.4
119,10,"Revealers",6312.92,6.86
120,10,"Concealers",9382.76,8.2
120,10,"Revealers",7176.8,7.26
121,10,"Concealers",7412.44,7.16
121,10,"Revealers",5455.32,6.4
122,10,"Concealers",8458.12,7.8
122,10,"Revealers",7489.94,7.3
123,10,"Concealers",8481.62,7.92
123,10,"Revealers",7502.92,7.18
124,10,"Concealers",8684.22,8
124,10,"Revealers",6974.12,7.1
125,10,"Concealers",8599.46,7.84
125,10,"Revealers",6868.88,7.16
126,10,"Concealers",7739.64,7.54
126,10,"Revealers",6313.58,6.66
127,10,"Concealers",8188,7.86
127,10,"Revealers",6493.5,6.88
128,10,"Concealers",8143.36,7.7
128,10,"Revealers",5849.24,6.7
129,10,"Concealers",7643.56,7.24
129,10,"Revealers",4806.18,6.1
130,10,"Concealers",8835.5,7.96
130,10,"Revealers",6353.68,6.86
131,10,"Concealers",8390.6,7.78
131,10,"Revealers",6056.46,6.7
132,10,"Concealers",7888.02,7.72
132,10,"Revealers",6187.14,6.74
133,10,"Concealers",9194.56,8.06
133,10,"Revealers",5440.42,6.48
134,10,"Concealers",8142.54,7.78
134,10,"Revealers",7695.44,7.42
135,10,"Concealers",8431.18,7.76
135,10,"Revealers",6257.66,6.7
136,10,"Concealers",7829.52,7.46
136,10,"Revealers",6332.04,6.82
137,10,"Concealers",8354.96,7.74
137,10,"Revealers",5886.74,6.64
138,10,"Concealers",8387.28,7.82
138,10,"Revealers",6424.1,6.82
139,10,"Concealers",8220.4,7.84
139,10,"Revealers",6334.6,6.9
140,10,"Concealers",7954.98,7.44
140,10,"Revealers",5369.74,6.3
141,10,"Concealers",8915.8,8.04
141,10,"Revealers",6445.98,7.02
142,10,"Concealers",7694.48,7.42
142,10,"Revealers",5910.94,6.58
143,10,"Concealers",7709.98,7.22
143,10,"Revealers",4463.62,5.88
144,10,"Concealers",7410.72,7.2
144,10,"Revealers",4659.88,6.04
145,10,"Concealers",7952.42,7.54
145,10,"Revealers",6512.02,6.78
146,10,"Concealers",9426.14,8.2
146,10,"Revealers",5706.2,6.56
147,10,"Concealers",9091.94,8.12
147,10,"Revealers",7761.84,7.42
148,10,"Concealers",8889.12,8.06
148,10,"Revealers",6690,7.06
149,10,"Concealers",7867.6,7.44
149,10,"Revealers",6099.34,6.7
150,10,"Concealers",8041.4,7.58
150,10,"Revealers",8371.52,7.78
151,10,"Concealers",8721.18,7.84
151,10,"Revealers",5752.22,6.56
152,10,"Concealers",8600.62,7.88
152,10,"Revealers",7198.4,7.26
153,10,"Concealers",8480.44,7.92
153,10,"Revealers",8203.56,7.74
154,10,"Concealers",8383.32,7.82
154,10,"Revealers",5987.28,6.58
155,10,"Concealers",7708.22,7.3
155,10,"Revealers",5917.86,6.58
156,10,"Concealers",8863.12,8.04
156,10,"Revealers",6138.02,6.8
157,10,"Concealers",8288.3,7.7
157,10,"Revealers",6328.74,6.68
158,10,"Concealers",8047.82,7.72
158,10,"Revealers",6932.14,7.22
159,10,"Concealers",8152.88,7.72
159,10,"Revealers",7307.02,7.34
160,10,"Concealers",9264.02,8.18
160,10,"Revealers",5954.14,6.66
161,10,"Concealers",6947.14,6.94
161,10,"Revealers",5150.84,6.14
162,10,"Concealers",8092.7,7.68
162,10,"Revealers",7874.22,7.5
163,10,"Concealers",7951.9,7.42
163,10,"Revealers",5948.2,6.6
164,10,"Concealers",8820.28,7.96
164,10,"Revealers",6508.88,6.96
165,10,"Concealers",9215.48,8.24
165,10,"Revealers",6985.8,7.14
166,10,"Concealers",8239.14,7.78
166,10,"Revealers",8021.28,7.6
167,10,"Concealers",8246.1,7.8
167,10,"Revealers",7312.02,7.28
168,10,"Concealers",6423.98,6.68
168,10,"Revealers",5167.66,6.14
169,10,"Concealers",8220.82,7.46
169,10,"Revealers",4958.92,6.12
170,10,"Concealers",9035.6,8.1
170,10,"Revealers",5966.76,6.66
171,10,"Concealers",8026.96,7.56
171,10,"Revealers",5401.56,6.42
172,10,"Concealers",8401.66,7.8
172,10,"Revealers",6047.86,6.64
173,10,"Concealers",8337.92,7.72
173,10,"Revealers",6657.44,6.92
174,10,"Concealers",9224.84,8.1
174,10,"Revealers",6131.58,6.74
175,10,"Concealers",8812.62,7.92
175,10,"Revealers",5853.72,6.58
176,10,"Concealers",8828.82,7.92
176,10,"Revealers",7017.14,7.16
177,10,"Concealers",8765.62,7.9
177,10,"Revealers",6546.74,7
178,10,"Concealers",6522.4,6.76
178,10,"Revealers",3790.78,5.56
179,10,"Concealers",8599.82,8.04
179,10,"Revealers",7683.74,7.5
180,10,"Concealers",9007.84,7.96
180,10,"Revealers",6849.22,7.22
181,10,"Concealers",8290.94,7.74
181,10,"Revealers",7413.26,7.32
182,10,"Concealers",8687.38,7.9
182,10,"Revealers",6510.38,6.9
183,10,"Concealers",8079.3,7.58
183,10,"Revealers",6909.44,7.08
184,10,"Concealers",8465.34,7.72
184,10,"Revealers",7369.08,7.26
185,10,"Concealers",8316.42,7.8
185,10,"Revealers",8097.66,7.64
186,10,"Concealers",8191.08,7.78
186,10,"Revealers",6171.32,6.78
187,10,"Concealers",8957.52,7.9
187,10,"Revealers",5986.68,6.58
188,10,"Concealers",7698.78,7.48
188,10,"Revealers",5170.46,6.16
189,10,"Concealers",8349.42,7.8
189,10,"Revealers",6398.04,6.84
190,10,"Concealers",6970.04,6.86
190,10,"Revealers",4016.46,5.62
191,10,"Concealers",8115.42,7.76
