"Run","competitor_radius","search_radius","Strategy","PI","RS"
1317,5,3,"Concealers",8745.6,7.78
1317,5,3,"Revealers",6449.72,6.84
1318,5,3,"Concealers",7195.1,6.84
1318,5,3,"Revealers",4752.1,5.9
1319,5,3,"Concealers",7026.1,7.18
1319,5,3,"Revealers",5592.04,6.28
1320,5,3,"Concealers",8047.62,7.62
1320,5,3,"Revealers",7091.72,7.16
1321,5,3,"Concealers",6158.24,6.44
1321,5,3,"Revealers",4412.84,5.7
1322,5,3,"Concealers",6805.02,7.12
1322,5,3,"Revealers",6377.92,6.7
1323,5,3,"Concealers",7890.16,7.58
1323,5,3,"Revealers",6495.78,6.86
1324,5,3,"Concealers",7327.84,6.88
1324,5,3,"Revealers",4330.74,5.82
1325,5,3,"Concealers",7144.94,7.3
1325,5,3,"Revealers",6648.24,6.8
1326,5,3,"Concealers",8288.28,7.56
1326,5,3,"Revealers",5606.38,6.48
1327,5,3,"Concealers",6841.42,6.84
1327,5,3,"Revealers",4354.4,5.74
1328,5,3,"Concealers",5408.44,5.92
1328,5,3,"Revealers",4108.76,5.52
1329,5,3,"Concealers",7898.48,7.5
1329,5,3,"Revealers",5884.88,6.36
1330,5,3,"Concealers",7117.02,7.08
1330,5,3,"Revealers",5270.84,6.22
1331,5,3,"Concealers",8300.02,7.52
1331,5,3,"Revealers",5925.62,6.64
1332,5,3,"Concealers",7324.26,6.96
1332,5,3,"Revealers",4842.46,5.92
1333,5,3,"Concealers",7340.5,7.2
1333,5,3,"Revealers",7547.32,7.3
1334,5,3,"Concealers",6846.54,7.04
1334,5,3,"Revealers",6105.72,6.66
1335,5,3,"Concealers",7491.76,7.16
1335,5,3,"Revealers",5442.44,6.36
1336,5,3,"Concealers",7316.78,7.06
1336,5,3,"Revealers",4846.36,5.98
1337,5,3,"Concealers",5453.02,6.02
1337,5,3,"Revealers",4180.14,5.5
1338,5,3,"Concealers",6901.02,7.12
1338,5,3,"Revealers",6802.8,7.04
1339,5,3,"Concealers",7234.4,7.28
1339,5,3,"Revealers",4959.68,6.18
1340,5,3,"Concealers",5543.26,6.24
1340,5,3,"Revealers",4218.88,5.54
1341,5,3,"Concealers",7311.62,7.36
1341,5,3,"Revealers",6907.3,6.98
1342,5,3,"Concealers",7760.78,7.18
1342,5,3,"Revealers",4488.84,5.8
1343,5,3,"Concealers",7644.54,7.46
1343,5,3,"Revealers",6507.28,6.84
1344,5,3,"Concealers",8229.82,7.66
1344,5,3,"Revealers",5810.28,6.56
1345,5,3,"Concealers",7335.2,7.14
1345,5,3,"Revealers",6040.32,6.48
1346,5,3,"Concealers",7137.32,7.24
1346,5,3,"Revealers",5433.44,6.38
1347,5,3,"Concealers",8088.06,7.66
1347,5,3,"Revealers",6778.94,6.92
1348,5,3,"Concealers",6912.32,7.06
1348,5,3,"Revealers",5568.46,6.44
1349,5,3,"Concealers",7437.82,7.2
1349,5,3,"Revealers",4333.48,5.72
1350,5,3,"Concealers",5473.5,6.22
1350,5,3,"Revealers",4148.22,5.52
1351,5,3,"Concealers",6902.3,7.14
1351,5,3,"Revealers",6922.26,7.08
1352,5,3,"Concealers",7147.9,7.2
1352,5,3,"Revealers",7049.82,6.92
1353,5,3,"Concealers",6257.28,6.48
1353,5,3,"Revealers",4118.52,5.5
1354,5,3,"Concealers",7643.6,7.42
1354,5,3,"Revealers",6430.82,6.8
1355,5,3,"Concealers",5850.4,6.28
1355,5,3,"Revealers",3211.2,5.06
1356,5,3,"Concealers",8013.5,7.54
1356,5,3,"Revealers",6292.2,6.62
1357,5,3,"Concealers",6201.78,6.42
1357,5,3,"Revealers",4071.96,5.6
1358,5,3,"Concealers",7359.4,7.28
1358,5,3,"Revealers",6505.34,6.66
1359,5,3,"Concealers",7606.54,7.26
1359,5,3,"Revealers",4270.12,5.76
1360,5,3,"Concealers",7031.64,7.12
1360,5,3,"Revealers",5738.88,6.48
1361,5,3,"Concealers",7497.56,7.3
1361,5,3,"Revealers",6690.48,6.92
1362,5,3,"Concealers",6799,6.98
1362,5,3,"Revealers",5709.86,6.38
1363,5,3,"Concealers",6530.16,6.74
1363,5,3,"Revealers",4729.8,5.94
1364,5,3,"Concealers",7719.7,7.5
1364,5,3,"Revealers",5887.9,6.42
1365,5,3,"Concealers",7407.58,7.38
1365,5,3,"Revealers",6504.02,6.7
1366,5,3,"Concealers",5807.58,6.22
1366,5,3,"Revealers",3666.88,5.3
1367,5,3,"Concealers",6047.72,6.26
1367,5,3,"Revealers",3153.96,5.1
1368,5,3,"Concealers",5165.68,5.72
1368,5,3,"Revealers",2574.44,4.66
1369,5,3,"Concealers",4943.96,5.38
1369,5,3,"Revealers",3586.82,5
1370,5,3,"Concealers",8309.56,7.6
1370,5,3,"Revealers",6369.46,6.76
1371,5,3,"Concealers",7561.86,7.4
1371,5,3,"Revealers",6510.84,6.8
1372,5,3,"Concealers",5744.62,5.92
1372,5,3,"Revealers",3287.5,5.1
1373,5,3,"Concealers",5558.18,6.04
1373,5,3,"Revealers",3479.26,5.32
1374,5,3,"Concealers",7615.02,7.28
1374,5,3,"Revealers",5154.42,6.12
1375,5,3,"Concealers",6842.76,6.92
1375,5,3,"Revealers",3927.38,5.54
1376,5,3,"Concealers",8422.38,7.78
1376,5,3,"Revealers",5728.06,6.4
1377,5,3,"Concealers",5711.18,6
1377,5,3,"Revealers",3574.36,5.2
1378,5,3,"Concealers",6440.54,6.74
1378,5,3,"Revealers",4789.56,5.9
1379,5,3,"Concealers",7368.58,7.1
1379,5,3,"Revealers",4721.9,6.02
1380,5,3,"Concealers",6665.58,7.04
1380,5,3,"Revealers",5402.54,6.2
1381,5,3,"Concealers",6937.92,7.14
1381,5,3,"Revealers",5152.48,6.06
1382,5,3,"Concealers",6622.38,6.6
1382,5,3,"Revealers",4068.76,5.62
1383,5,3,"Concealers",4247.9,4.78
1383,5,3,"Revealers",1794.26,4.1
1384,5,3,"Concealers",7192.32,7.16
1384,5,3,"Revealers",5948.38,6.6
1385,5,3,"Concealers",7914.44,7.54
1385,5,3,"Revealers",5196.18,6.24
1386,5,3,"Concealers",5685.72,6.12
1386,5,3,"Revealers",4381.48,5.64
1387,5,3,"Concealers",7501.78,7.2
1387,5,3,"Revealers",6349.52,6.7
1388,5,3,"Concealers",6800.94,6.86
1388,5,3,"Revealers",5767.42,6.48
1389,5,3,"Concealers",5904.82,6.28
1389,5,3,"Revealers",3155.7,5.08
1390,5,3,"Concealers",6211.92,6.38
1390,5,3,"Revealers",3459.9,5.42
1391,5,3,"Concealers",5039.94,5.4
1391,5,3,"Revealers",2449.96,4.52
1392,5,3,"Concealers",6138.28,6.28
1392,5,3,"Revealers",3195.78,5.12
1393,5,3,"Concealers",6365.34,6.64
1393,5,3,"Revealers",4426.28,5.78
1394,5,3,"Concealers",8454.28,7.54
1394,5,3,"Revealers",5820.8,6.46
1395,5,3,"Concealers",8319.28,7.58
1395,5,3,"Revealers",6289.62,6.74
1396,5,3,"Concealers",6008.84,6.26
1396,5,3,"Revealers",4066.48,5.44
1397,5,3,"Concealers",7706.86,7.42
1397,5,3,"Revealers",4953.2,6.16
1398,5,3,"Concealers",6616.86,6.56
1398,5,3,"Revealers",3491.64,5.34
1399,5,3,"Concealers",7232.18,6.98
1399,5,3,"Revealers",4733.74,5.92
1400,5,3,"Concealers",8031.26,7.48
1400,5,3,"Revealers",5233.06,6.36
1401,5,4,"Concealers",7054.24,7.04
1401,5,4,"Revealers",5917.98,6.46
1402,5,4,"Concealers",6741.58,7.06
1402,5,4,"Revealers",6559.12,7.02
1403,5,4,"Concealers",6716.6,7.08
1403,5,4,"Revealers",6170.04,6.6
1404,5,4,"Concealers",7898.3,7.32
1404,5,4,"Revealers",5548.2,6.48
1405,5,4,"Concealers",5666.78,6.08
1405,5,4,"Revealers",3341.22,5.14
1406,5,4,"Concealers",7772.96,7.28
1406,5,4,"Revealers",5666.88,6.5
1407,5,4,"Concealers",5878.1,6.18
1407,5,4,"Revealers",3662.32,5.3
1408,5,4,"Concealers",5914.42,6.38
1408,5,4,"Revealers",4066.1,5.4
1409,5,4,"Concealers",7477.16,7.14
1409,5,4,"Revealers",5882.36,6.46
1410,5,4,"Concealers",7683.24,7.3
1410,5,4,"Revealers",6379.1,6.7
1411,5,4,"Concealers",5220.28,5.9
1411,5,4,"Revealers",3897.64,5.18
1412,5,4,"Concealers",6043.4,6.1
1412,5,4,"Revealers",3662.46,5.18
1413,5,4,"Concealers",7199.1,6.82
1413,5,4,"Revealers",4271.76,5.62
1414,5,4,"Concealers",7835.22,7.4
1414,5,4,"Revealers",6075.4,6.62
1415,5,4,"Concealers",6287.4,6.62
1415,5,4,"Revealers",5214.98,6
1416,5,4,"Concealers",5282.86,5.78
1416,5,4,"Revealers",4188.74,5.52
1417,5,4,"Concealers",5712.64,6.02
1417,5,4,"Revealers",3298.14,5.1
1418,5,4,"Concealers",6238.7,6.1
1418,5,4,"Revealers",3575.76,5.22
1419,5,4,"Concealers",7693.32,7.46
1419,5,4,"Revealers",7179.04,7.08
1420,5,4,"Concealers",8126.3,7.58
1420,5,4,"Revealers",5682.42,6.48
1421,5,4,"Concealers",6773.9,6.7
1421,5,4,"Revealers",4628.84,5.7
1422,5,4,"Concealers",8284.7,7.46
1422,5,4,"Revealers",5844.22,6.4
1423,5,4,"Concealers",5093.66,5.72
1423,5,4,"Revealers",3294.34,4.92
1424,5,4,"Concealers",7039.16,7.04
1424,5,4,"Revealers",5907.06,6.46
1425,5,4,"Concealers",7312.16,6.94
1425,5,4,"Revealers",4983.58,6.1
1426,5,4,"Concealers",8181.82,7.38
1426,5,4,"Revealers",6284.54,6.78
1427,5,4,"Concealers",7666.58,7.38
1427,5,4,"Revealers",6313.34,6.74
1428,5,4,"Concealers",6485.36,6.66
1428,5,4,"Revealers",5198.3,6.1
1429,5,4,"Concealers",7507.44,7.38
1429,5,4,"Revealers",6768.56,6.84
1430,5,4,"Concealers",7564.64,7.4
1430,5,4,"Revealers",7276.72,7.18
1431,5,4,"Concealers",6078.78,6.36
1431,5,4,"Revealers",3928.74,5.46
1432,5,4,"Concealers",7507.22,7.32
1432,5,4,"Revealers",6610.2,6.82
1433,5,4,"Concealers",6664.02,6.94
1433,5,4,"Revealers",7150.34,7.16
1434,5,4,"Concealers",7403.28,6.88
1434,5,4,"Revealers",3899.12,5.48
1435,5,4,"Concealers",8258.04,7.64
1435,5,4,"Revealers",6350.62,6.74
1436,5,4,"Concealers",7066.74,7.2
1436,5,4,"Revealers",6911.78,6.92
1437,5,4,"Concealers",7623.96,7.42
1437,5,4,"Revealers",7325.88,7.04
1438,5,4,"Concealers",7774.28,7.26
1438,5,4,"Revealers",5622.28,6.32
1439,5,4,"Concealers",8653.16,7.62
1439,5,4,"Revealers",5584.9,6.48
1440,5,4,"Concealers",6964.46,7.08
1440,5,4,"Revealers",5416.46,6.26
1441,5,4,"Concealers",6887.68,7.08
1441,5,4,"Revealers",6040.6,6.52
1442,5,4,"Concealers",6524.4,6.52
1442,5,4,"Revealers",3768.64,5.4
1443,5,4,"Concealers",6993.68,6.82
1443,5,4,"Revealers",3704.68,5.4
1444,5,4,"Concealers",6617.26,6.58
1444,5,4,"Revealers",4130.98,5.52
1445,5,4,"Concealers",7068.1,7.12
1445,5,4,"Revealers",6684.28,6.9
1446,5,4,"Concealers",6030.72,6.06
1446,5,4,"Revealers",2931.44,4.88
1447,5,4,"Concealers",6693.82,6.76
1447,5,4,"Revealers",4492.74,5.72
1448,5,4,"Concealers",5270.6,5.78
1448,5,4,"Revealers",3113.88,5.1
1449,5,4,"Concealers",8215,7.52
1449,5,4,"Revealers",5631.78,6.44
1450,5,4,"Concealers",5063.32,5.36
1450,5,4,"Revealers",2771.28,4.72
1451,5,4,"Concealers",8011.1,7.42
1451,5,4,"Revealers",5431.7,6.36
1452,5,4,"Concealers",6370.48,6.54
1452,5,4,"Revealers",4370.7,5.76
1453,5,4,"Concealers",6027,6.46
1453,5,4,"Revealers",5178.6,6.06
1454,5,4,"Concealers",8842.94,7.84
1454,5,4,"Revealers",5762.5,6.56
1455,5,4,"Concealers",6839.72,6.98
1455,5,4,"Revealers",6182.44,6.52
1456,5,4,"Concealers",4601.66,5.44
1456,5,4,"Revealers",3514.94,4.94
1457,5,4,"Concealers",6751.52,6.58
1457,5,4,"Revealers",3355.5,5.26
1458,5,4,"Concealers",8569.74,7.78
1458,5,4,"Revealers",6344.46,6.78
1459,5,4,"Concealers",7312.3,7.12
1459,5,4,"Revealers",6156.76,6.52
1460,5,4,"Concealers",7510.96,7.26
1460,5,4,"Revealers",5708.92,6.4
1461,5,4,"Concealers",7036.88,7.2
1461,5,4,"Revealers",6116.66,6.52
1462,5,4,"Concealers",7489.2,7.4
1462,5,4,"Revealers",7855.26,7.3
1463,5,4,"Concealers",6650,6.72
1463,5,4,"Revealers",5845.72,6.44
1464,5,4,"Concealers",6764.52,6.92
1464,5,4,"Revealers",5876.56,6.44
1465,5,4,"Concealers",5727.68,6.2
1465,5,4,"Revealers",3911.56,5.38
1466,5,4,"Concealers",3933.48,4.34
1466,5,4,"Revealers",1371.7,3.68
1467,5,4,"Concealers",7230.08,7.22
1467,5,4,"Revealers",5566.7,6.36
1468,5,4,"Concealers",7457.04,7.16
1468,5,4,"Revealers",5797.04,6.52
1469,5,4,"Concealers",6363.9,6.48
1469,5,4,"Revealers",4008.76,5.52
1470,5,4,"Concealers",5992.22,6.5
1470,5,4,"Revealers",5081.94,5.9
1471,5,4,"Concealers",6500.24,6.54
1471,5,4,"Revealers",3970.04,5.42
1472,5,4,"Concealers",5648.38,6.22
1472,5,4,"Revealers",3954.68,5.36
1473,5,4,"Concealers",6537.72,6.38
1473,5,4,"Revealers",3879.18,5.58
1474,5,4,"Concealers",5261.66,5.72
1474,5,4,"Revealers",4345.12,5.4
1475,5,4,"Concealers",6506.86,6.58
1475,5,4,"Revealers",3326.94,5.04
1476,5,4,"Concealers",5398.1,5.78
1476,5,4,"Revealers",4014.52,5.42
1477,5,4,"Concealers",8490.2,7.62
1477,5,4,"Revealers",5994.94,6.64
1478,5,4,"Concealers",6911.18,7.04
1478,5,4,"Revealers",6528.86,6.68
1479,5,4,"Concealers",7219.5,7.2
1479,5,4,"Revealers",5756.36,6.58
1480,5,4,"Concealers",5324.68,5.92
1480,5,4,"Revealers",4098.76,5.6
1481,5,4,"Concealers",7109.46,6.76
1481,5,4,"Revealers",4365.48,5.78
1482,5,4,"Concealers",6615.54,6.6
1482,5,4,"Revealers",4295.54,5.66
1483,5,4,"Concealers",6849.18,6.64
1483,5,4,"Revealers",4015.78,5.54
1484,5,4,"Concealers",7120.18,7.1
1484,5,4,"Revealers",6279.5,6.44
1485,5,4,"Concealers",8150.28,7.52
1485,5,4,"Revealers",5647.1,6.48
1486,5,4,"Concealers",6299.12,6.28
1486,5,4,"Revealers",3274.1,5.12
1487,5,4,"Concealers",6012.22,6.42
1487,5,4,"Revealers",4431.06,5.64
1488,5,4,"Concealers",6839.2,6.88
1488,5,4,"Revealers",5061.78,5.96
1489,5,4,"Concealers",6973.14,7.02
1489,5,4,"Revealers",7522.38,7.28
1490,5,4,"Concealers",7384.42,7.2
1490,5,4,"Revealers",6105.5,6.54
1491,5,4,"Concealers",5629.02,6.12
1491,5,4,"Revealers",4437.68,5.48
1492,5,4,"Concealers",6167.36,6.28
1492,5,4,"Revealers",3361.7,5.12
1493,5,4,"Concealers",6483.42,6.28
1493,5,4,"Revealers",3322.16,5.16
1494,5,4,"Concealers",6858.72,6.74
1494,5,4,"Revealers",3762.46,5.28
1495,5,4,"Concealers",6748.52,6.76
1495,5,4,"Revealers",4795.6,5.92
1496,5,4,"Concealers",5051.82,5.74
1496,5,4,"Revealers",4094.92,5.28
1497,5,4,"Concealers",7819.72,7.28
1497,5,4,"Revealers",5243.48,6.28
1498,5,4,"Concealers",6080.98,6.2
1498,5,4,"Revealers",4156.96,5.6
1499,5,4,"Concealers",7008.16,6.8
1499,5,4,"Revealers",4231.24,5.64
1500,5,4,"Concealers",7037.32,7.04
1500,5,4,"Revealers",5986.32,6.4
1501,5,5,"Concealers",6773.04,6.6
1501,5,5,"Revealers",3845.54,5.4
1502,5,5,"Concealers",7218.02,7.2
1502,5,5,"Revealers",6440.96,6.64
1503,5,5,"Concealers",7511.02,7.18
1503,5,5,"Revealers",5446.96,6.4
1504,5,5,"Concealers",6254.66,6.46
1504,5,5,"Revealers",4821.28,5.78
1505,5,5,"Concealers",7665.06,7.22
1505,5,5,"Revealers",5808,6.38
1506,5,5,"Concealers",7711.76,7.32
1506,5,5,"Revealers",6092.78,6.48
1507,5,5,"Concealers",6182.96,6.38
1507,5,5,"Revealers",4102.3,5.62
1508,5,5,"Concealers",7635.1,7.32
1508,5,5,"Revealers",5690.8,6.36
1509,5,5,"Concealers",5057.84,5.72
1509,5,5,"Revealers",4142.58,5.38
1510,5,5,"Concealers",4827.84,5.54
1510,5,5,"Revealers",3689.56,5.22
1511,5,5,"Concealers",6490.76,6.76
1511,5,5,"Revealers",5782.08,6.18
1512,5,5,"Concealers",7995.68,7.38
1512,5,5,"Revealers",5573.72,6.44
1513,5,5,"Concealers",7199.36,6.92
1513,5,5,"Revealers",4277.88,5.68
1514,5,5,"Concealers",7363.84,7.2
1514,5,5,"Revealers",6735.3,6.76
1515,5,5,"Concealers",5659.04,6.26
1515,5,5,"Revealers",4599.8,5.44
1516,5,5,"Concealers",4681.56,5.48
1516,5,5,"Revealers",3422.28,4.98
1517,5,5,"Concealers",7192.32,7.06
1517,5,5,"Revealers",6319.94,6.46
1518,5,5,"Concealers",6524,6.32
1518,5,5,"Revealers",3629.7,5.28
1519,5,5,"Concealers",5224.56,5.78
1519,5,5,"Revealers",3692.66,5.08
1520,5,5,"Concealers",7383.6,7.26
1520,5,5,"Revealers",5553.8,6.38
1521,5,5,"Concealers",7946.1,7.4
1521,5,5,"Revealers",5317.66,6.24
1522,5,5,"Concealers",6116.4,6.2
1522,5,5,"Revealers",3909.38,5.46
1523,5,5,"Concealers",5981.64,6.48
1523,5,5,"Revealers",5089.64,5.92
1524,5,5,"Concealers",8330.14,7.7
1524,5,5,"Revealers",6340.38,6.76
1525,5,5,"Concealers",6656.32,6.38
1525,5,5,"Revealers",3923.94,5.38
1526,5,5,"Concealers",5198.4,5.92
1526,5,5,"Revealers",4045,5.4
1527,5,5,"Concealers",7301.56,6.94
1527,5,5,"Revealers",5132.16,6.06
1528,5,5,"Concealers",7617.72,7.3
1528,5,5,"Revealers",4622.54,5.84
1529,5,5,"Concealers",7327.3,7.28
1529,5,5,"Revealers",6575.06,6.64
1530,5,5,"Concealers",6433.76,6.78
1530,5,5,"Revealers",6941.14,6.92
1531,5,5,"Concealers",6227.98,6.36
1531,5,5,"Revealers",3981.26,5.46
1532,5,5,"Concealers",6359.72,6.34
1532,5,5,"Revealers",2936.58,4.78
1533,5,5,"Concealers",7357.88,7.22
1533,5,5,"Revealers",6270.9,6.64
1534,5,5,"Concealers",7289.24,7.14
1534,5,5,"Revealers",5480.52,6.32
1535,5,5,"Concealers",5708.22,6.14
1535,5,5,"Revealers",3961.38,5.24
1536,5,5,"Concealers",7949.14,7.48
1536,5,5,"Revealers",6376.94,6.82
1537,5,5,"Concealers",4786.4,5.62
1537,5,5,"Revealers",3216.06,4.68
1538,5,5,"Concealers",6886.8,6.78
1538,5,5,"Revealers",4313.46,5.68
1539,5,5,"Concealers",6773.08,6.82
1539,5,5,"Revealers",6747.62,6.8
1540,5,5,"Concealers",8077.94,7.5
1540,5,5,"Revealers",5368.16,6.28
1541,5,5,"Concealers",6976.58,7
1541,5,5,"Revealers",7030.96,6.86
1542,5,5,"Concealers",5454.9,5.98
1542,5,5,"Revealers",3698.42,5.16
1543,5,5,"Concealers",6881.68,6.96
1543,5,5,"Revealers",7238.42,7.12
1544,5,5,"Concealers",7239.88,7.22
1544,5,5,"Revealers",7102.42,7
1545,5,5,"Concealers",6337.22,6.4
1545,5,5,"Revealers",4012.6,5.56
1546,5,5,"Concealers",7096.02,7
1546,5,5,"Revealers",4214.96,5.64
1547,5,5,"Concealers",4979.26,5.66
1547,5,5,"Revealers",4104.66,5.34
1548,5,5,"Concealers",6541.66,6.52
1548,5,5,"Revealers",4633.82,5.52
1549,5,5,"Concealers",6378.6,6.64
1549,5,5,"Revealers",4806.86,5.84
1550,5,5,"Concealers",6473.52,6.44
1550,5,5,"Revealers",3462.62,5.3
1551,5,5,"Concealers",7271.42,7.24
1551,5,5,"Revealers",6741.46,6.82
1552,5,5,"Concealers",7563.18,7.1
1552,5,5,"Revealers",5635.1,6.4
1553,5,5,"Concealers",6000.72,6.28
1553,5,5,"Revealers",3373.76,5.2
1554,5,5,"Concealers",7489.38,7.08
1554,5,5,"Revealers",4674.12,5.9
1555,5,5,"Concealers",6258.84,6.54
1555,5,5,"Revealers",5176.62,5.9
1556,5,5,"Concealers",5216.64,5.84
1556,5,5,"Revealers",3905.04,5.22
1557,5,5,"Concealers",4917,5.36
1557,5,5,"Revealers",3601.62,5.04
1558,5,5,"Concealers",8118.46,7.38
1558,5,5,"Revealers",4953.06,6.12
1559,5,5,"Concealers",5373.9,5.94
1559,5,5,"Revealers",2995.14,4.96
1560,5,5,"Concealers",4920.44,5.36
1560,5,5,"Revealers",3166.04,4.72
1561,5,5,"Concealers",7035.7,7.14
1561,5,5,"Revealers",6016.48,6.58
1562,5,5,"Concealers",6817.04,7.04
1562,5,5,"Revealers",6906.46,6.84
1563,5,5,"Concealers",6813.8,7
1563,5,5,"Revealers",5884.02,6.44
1564,5,5,"Concealers",7215.94,6.86
1564,5,5,"Revealers",4289.44,5.72
1565,5,5,"Concealers",5860.58,6.16
1565,5,5,"Revealers",3289.1,5.06
1566,5,5,"Concealers",8672.94,7.72
1566,5,5,"Revealers",6850.86,7.1
1567,5,5,"Concealers",5150.94,5.68
1567,5,5,"Revealers",3728.66,5.16
1568,5,5,"Concealers",9003.56,7.82
1568,5,5,"Revealers",6269.16,6.68
1569,5,5,"Concealers",4988.52,5.44
1569,5,5,"Revealers",3711.96,5.02
1570,5,5,"Concealers",6801.58,6.48
1570,5,5,"Revealers",3656.02,5.22
1571,5,5,"Concealers",5398.82,6.04
1571,5,5,"Revealers",4173.64,5.46
1572,5,5,"Concealers",6110,6.28
1572,5,5,"Revealers",3348.5,5.3
1573,5,5,"Concealers",8077.94,7.5
1573,5,5,"Revealers",6030.42,6.66
1574,5,5,"Concealers",8022.04,7.5
1574,5,5,"Revealers",6269.72,6.58
1575,5,5,"Concealers",5082.04,5.76
1575,5,5,"Revealers",3610.38,5.08
1576,5,5,"Concealers",5420.62,5.96
1576,5,5,"Revealers",4324.72,5.44
1577,5,5,"Concealers",4060.78,4.5
1577,5,5,"Revealers",1282.8,3.58
1578,5,5,"Concealers",7033.12,7.06
1578,5,5,"Revealers",7957.78,7.22
1579,5,5,"Concealers",4657.68,5.54
1579,5,5,"Revealers",3666.3,5.16
1580,5,5,"Concealers",6807.8,6.6
1580,5,5,"Revealers",3846.72,5.3
1581,5,5,"Concealers",7311.86,7.08
1581,5,5,"Revealers",5641.56,6.48
1582,5,5,"Concealers",5144.92,5.4
1582,5,5,"Revealers",2641.82,4.72
1583,5,5,"Concealers",6239.9,6.34
1583,5,5,"Revealers",4374.38,5.72
1584,5,5,"Concealers",6446.2,6.58
1584,5,5,"Revealers",5446.2,6.26
1585,5,5,"Concealers",5517.82,6.16
1585,5,5,"Revealers",4327.76,5.54
1586,5,5,"Concealers",6148.36,6.52
1586,5,5,"Revealers",5229.64,5.96
1587,5,5,"Concealers",6978.06,7
1587,5,5,"Revealers",6417.58,6.42
1588,5,5,"Concealers",6193.5,6.6
1588,5,5,"Revealers",5599.8,6.2
1589,5,5,"Concealers",6393.22,6.38
1589,5,5,"Revealers",3930.84,5.5
1590,5,5,"Concealers",7212.82,7.04
1590,5,5,"Revealers",4988.78,6.08
1591,5,5,"Concealers",6746.56,6.98
1591,5,5,"Revealers",6070.84,6.68
1592,5,5,"Concealers",5692.84,5.88
1592,5,5,"Revealers",3016.04,4.9
1593,5,5,"Concealers",8029.6,7.4
1593,5,5,"Revealers",6371.74,6.68
1594,5,5,"Concealers",4981.32,5.66
1594,5,5,"Revealers",3632.68,5.14
1595,5,5,"Concealers",7138.36,7.12
1595,5,5,"Revealers",6521.86,6.46
1596,5,5,"Concealers",5373.76,6.06
1596,5,5,"Revealers",3703.1,5.3
1597,5,5,"Concealers",6243.74,6.44
1597,5,5,"Revealers",4506.62,5.74
1598,5,5,"Concealers",6432.98,6.72
1598,5,5,"Revealers",5713.76,6.22
1599,5,5,"Concealers",6870.56,6.16
1599,5,5,"Revealers",3336.56,5.14
1600,5,5,"Concealers",6875.86,6.52
1600,5,5,"Revealers",4061.8,5.58
