"Run","costO","costS","Strategy","PI","RS"
322,0,1.5,"Concealers",8341.34,7.98
322,0,1.5,"Revealers",7448.54,7.5
323,0,1.5,"Concealers",8257.7,7.92
323,0,1.5,"Revealers",8104.62,7.8
324,0,1.5,"Concealers",7526.7,7.58
324,0,1.5,"Revealers",8508.84,8.2
325,0,1.5,"Concealers",7322.02,7.56
325,0,1.5,"Revealers",7226.16,7.48
326,0,1.5,"Concealers",7213.78,7.46
326,0,1.5,"Revealers",7644.84,7.6
327,0,1.5,"Concealers",7900.96,7.82
327,0,1.5,"Revealers",7411.16,7.52
328,0,1.5,"Concealers",7760.82,7.64
328,0,1.5,"Revealers",7331.7,7.46
329,0,1.5,"Concealers",8109.12,7.82
329,0,1.5,"Revealers",7598.3,7.5
330,0,1.5,"Concealers",7433.1,7.5
330,0,1.5,"Revealers",7787.32,7.68
331,0,1.5,"Concealers",7432.68,7.52
331,0,1.5,"Revealers",7678.28,7.56
332,0,1.5,"Concealers",8029.2,7.84
332,0,1.5,"Revealers",7647.14,7.64
333,0,1.5,"Concealers",7891.9,7.7
333,0,1.5,"Revealers",7993.18,7.84
334,0,1.5,"Concealers",7779.42,7.76
334,0,1.5,"Revealers",7232.56,7.48
335,0,1.5,"Concealers",7999.16,7.76
335,0,1.5,"Revealers",8055.16,7.74
336,0,1.5,"Concealers",7731.4,7.66
336,0,1.5,"Revealers",8345.36,7.88
337,0,1.5,"Concealers",7332.18,7.54
337,0,1.5,"Revealers",7172.14,7.44
338,0,1.5,"Concealers",7340.7,7.46
338,0,1.5,"Revealers",7190.48,7.44
339,0,1.5,"Concealers",8063.32,7.9
339,0,1.5,"Revealers",7331.92,7.48
340,0,1.5,"Concealers",7884.78,7.76
340,0,1.5,"Revealers",7991.72,7.74
341,0,1.5,"Concealers",7133.18,7.46
341,0,1.5,"Revealers",6890.1,7.32
342,0,1.5,"Concealers",7109.4,7.38
342,0,1.5,"Revealers",6623.54,7.16
343,0,1.5,"Concealers",7216.44,7.34
343,0,1.5,"Revealers",7075.06,7.4
344,0,1.5,"Concealers",7607.94,7.68
344,0,1.5,"Revealers",7790.96,7.74
345,0,1.5,"Concealers",7873,7.76
345,0,1.5,"Revealers",7098.78,7.4
346,0,1.5,"Concealers",7458.82,7.54
346,0,1.5,"Revealers",7909.1,7.76
347,0,1.5,"Concealers",7616.56,7.6
347,0,1.5,"Revealers",7914.6,7.76
348,0,1.5,"Concealers",7257.02,7.48
348,0,1.5,"Revealers",8090.98,7.82
349,0,1.5,"Concealers",7352.98,7.56
349,0,1.5,"Revealers",7708.66,7.62
350,0,1.5,"Concealers",6764.22,7.18
350,0,1.5,"Revealers",6930.5,7.36
351,0,1.5,"Concealers",7885.28,7.78
351,0,1.5,"Revealers",8052.26,7.76
352,0,1.5,"Concealers",7878.98,7.78
352,0,1.5,"Revealers",7886.5,7.76
353,0,1.5,"Concealers",7804.82,7.62
353,0,1.5,"Revealers",7850.92,7.74
354,0,1.5,"Concealers",7051.04,7.4
354,0,1.5,"Revealers",7019.72,7.4
355,0,1.5,"Concealers",7595.26,7.54
355,0,1.5,"Revealers",7838.78,7.68
356,0,1.5,"Concealers",7717.88,7.6
356,0,1.5,"Revealers",7516.74,7.62
357,0,1.5,"Concealers",6911.66,7.36
357,0,1.5,"Revealers",7504.74,7.66
358,0,1.5,"Concealers",7385.02,7.52
358,0,1.5,"Revealers",7913.16,7.68
359,0,1.5,"Concealers",7255.98,7.48
359,0,1.5,"Revealers",7321.3,7.56
360,0,1.5,"Concealers",7920.28,7.84
360,0,1.5,"Revealers",8214.74,7.88
361,0,1.5,"Concealers",7730,7.68
361,0,1.5,"Revealers",8223.14,7.88
362,0,1.5,"Concealers",6695.22,7.28
362,0,1.5,"Revealers",7553.62,7.62
363,0,1.5,"Concealers",8228.78,7.92
363,0,1.5,"Revealers",7929.3,7.78
364,0,1.5,"Concealers",7418.16,7.48
364,0,1.5,"Revealers",6858.92,7.26
365,0,1.5,"Concealers",7357.36,7.46
365,0,1.5,"Revealers",8102.74,7.84
366,0,1.5,"Concealers",7758.18,7.68
366,0,1.5,"Revealers",7303.88,7.46
367,0,1.5,"Concealers",7594.26,7.48
367,0,1.5,"Revealers",7837.62,7.62
368,0,1.5,"Concealers",7567,7.62
368,0,1.5,"Revealers",7161.06,7.38
369,0,1.5,"Concealers",7119.84,7.42
369,0,1.5,"Revealers",7121.82,7.46
370,0,1.5,"Concealers",7321.06,7.48
370,0,1.5,"Revealers",7084.12,7.38
371,0,1.5,"Concealers",7196.1,7.4
371,0,1.5,"Revealers",7457.5,7.58
372,0,1.5,"Concealers",8001.26,7.68
372,0,1.5,"Revealers",7691.76,7.54
373,0,1.5,"Concealers",7482.36,7.54
373,0,1.5,"Revealers",7907.24,7.68
374,0,1.5,"Concealers",7429.64,7.48
374,0,1.5,"Revealers",8310.94,7.98
375,0,1.5,"Concealers",8495.64,8
375,0,1.5,"Revealers",8243.46,7.84
376,0,1.5,"Concealers",7088.7,7.5
376,0,1.5,"Revealers",7202.88,7.34
377,0,1.5,"Concealers",7353.6,7.64
377,0,1.5,"Revealers",7535.86,7.52
378,0,1.5,"Concealers",7923.02,7.76
378,0,1.5,"Revealers",7497.98,7.54
379,0,1.5,"Concealers",8091.18,7.74
379,0,1.5,"Revealers",7713.22,7.72
380,0,1.5,"Concealers",7821.62,7.62
380,0,1.5,"Revealers",8338.58,8
381,0,1.5,"Concealers",8001.92,7.62
381,0,1.5,"Revealers",8390.62,7.88
382,0,1.5,"Concealers",7288.48,7.36
382,0,1.5,"Revealers",7192.88,7.42
383,0,1.5,"Concealers",7472.58,7.54
383,0,1.5,"Revealers",8136.18,7.88
384,0,1.5,"Concealers",7424.52,7.6
384,0,1.5,"Revealers",7649.74,7.58
385,0,1.5,"Concealers",7829.44,7.66
385,0,1.5,"Revealers",7126.34,7.38
386,0,1.5,"Concealers",7494,7.6
386,0,1.5,"Revealers",7684.5,7.64
387,0,1.5,"Concealers",7699.04,7.78
387,0,1.5,"Revealers",7427.5,7.56
388,0,1.5,"Concealers",7191.26,7.46
388,0,1.5,"Revealers",7214.28,7.42
389,0,1.5,"Concealers",7057,7.42
389,0,1.5,"Revealers",6947.94,7.34
390,0,1.5,"Concealers",7972.8,7.86
390,0,1.5,"Revealers",7779.32,7.58
391,0,1.5,"Concealers",7665.12,7.56
391,0,1.5,"Revealers",7411.62,7.54
392,0,1.5,"Concealers",7228.12,7.38
392,0,1.5,"Revealers",7786,7.68
393,0,1.5,"Concealers",7183.64,7.36
393,0,1.5,"Revealers",7790.28,7.78
394,0,1.5,"Concealers",7510.64,7.6
394,0,1.5,"Revealers",7421.58,7.5
395,0,1.5,"Concealers",8276.98,7.96
395,0,1.5,"Revealers",7524.38,7.52
396,0,1.5,"Concealers",7995.64,7.7
396,0,1.5,"Revealers",7202.52,7.38
397,0,1.5,"Concealers",7308.5,7.48
397,0,1.5,"Revealers",7614.96,7.64
398,0,1.5,"Concealers",7282.24,7.4
398,0,1.5,"Revealers",8004.06,7.86
399,0,1.5,"Concealers",6917.32,7.26
399,0,1.5,"Revealers",7220.48,7.5
400,0,1.5,"Concealers",7130.42,7.36
400,0,1.5,"Revealers",7081.2,7.34
401,0,2,"Concealers",8028.36,7.74
401,0,2,"Revealers",8191.22,7.9
402,0,2,"Concealers",7533.72,7.6
402,0,2,"Revealers",7686.7,7.68
403,0,2,"Concealers",7117.86,7.42
403,0,2,"Revealers",7238.02,7.42
404,0,2,"Concealers",8156.22,7.78
404,0,2,"Revealers",8617.88,8.14
405,0,2,"Concealers",7651.94,7.62
405,0,2,"Revealers",7446.18,7.48
406,0,2,"Concealers",7603.74,7.56
406,0,2,"Revealers",7678.92,7.66
407,0,2,"Concealers",6671.16,7.18
407,0,2,"Revealers",6618.66,7.14
408,0,2,"Concealers",7379.82,7.5
408,0,2,"Revealers",7210.4,7.42
409,0,2,"Concealers",7041.56,7.34
409,0,2,"Revealers",7732.44,7.72
410,0,2,"Concealers",7570.96,7.6
410,0,2,"Revealers",7767.1,7.78
411,0,2,"Concealers",7124.48,7.46
411,0,2,"Revealers",7151.04,7.46
412,0,2,"Concealers",7775.22,7.72
412,0,2,"Revealers",7517.96,7.64
413,0,2,"Concealers",7753.48,7.64
413,0,2,"Revealers",6783.72,7.24
414,0,2,"Concealers",7561.06,7.5
414,0,2,"Revealers",8143.72,7.86
415,0,2,"Concealers",7668.56,7.7
415,0,2,"Revealers",7260.18,7.52
416,0,2,"Concealers",7552,7.62
416,0,2,"Revealers",7541.78,7.64
417,0,2,"Concealers",8593.96,8.06
417,0,2,"Revealers",8319.04,7.9
418,0,2,"Concealers",8198.9,7.9
418,0,2,"Revealers",7030.88,7.32
419,0,2,"Concealers",7588.26,7.66
419,0,2,"Revealers",7369.1,7.52
420,0,2,"Concealers",7411.56,7.56
420,0,2,"Revealers",7346.92,7.48
421,0,2,"Concealers",7301.78,7.46
421,0,2,"Revealers",7142.78,7.42
422,0,2,"Concealers",7327.48,7.54
422,0,2,"Revealers",7420.1,7.48
423,0,2,"Concealers",7841.42,7.78
423,0,2,"Revealers",7561.08,7.6
424,0,2,"Concealers",7770.06,7.66
424,0,2,"Revealers",6944.68,7.38
425,0,2,"Concealers",7878.8,7.76
425,0,2,"Revealers",7633.34,7.66
426,0,2,"Concealers",7041.78,7.42
426,0,2,"Revealers",7205.1,7.46
427,0,2,"Concealers",7528.66,7.6
427,0,2,"Revealers",7820.56,7.68
428,0,2,"Concealers",7868.6,7.68
428,0,2,"Revealers",8128.86,7.88
429,0,2,"Concealers",7059.68,7.42
429,0,2,"Revealers",8269.78,7.96
430,0,2,"Concealers",7224.26,7.42
430,0,2,"Revealers",7326.5,7.46
431,0,2,"Concealers",7525.46,7.54
431,0,2,"Revealers",7375.92,7.56
432,0,2,"Concealers",7467.82,7.58
432,0,2,"Revealers",7345.9,7.56
433,0,2,"Concealers",8335.78,8
433,0,2,"Revealers",8207.22,7.82
434,0,2,"Concealers",7367.04,7.54
434,0,2,"Revealers",7423.86,7.6
435,0,2,"Concealers",7219.16,7.44
435,0,2,"Revealers",7673.66,7.6
436,0,2,"Concealers",7761.74,7.64
436,0,2,"Revealers",7348.48,7.58
437,0,2,"Concealers",7172.82,7.44
437,0,2,"Revealers",7428.96,7.58
438,0,2,"Concealers",7002.3,7.38
438,0,2,"Revealers",7067.2,7.4
439,0,2,"Concealers",7809.2,7.62
439,0,2,"Revealers",7721.5,7.66
440,0,2,"Concealers",7579.1,7.5
440,0,2,"Revealers",8461.04,8
441,0,2,"Concealers",7902.96,7.76
441,0,2,"Revealers",7996.82,7.84
442,0,2,"Concealers",7530.38,7.48
442,0,2,"Revealers",8024.54,7.86
443,0,2,"Concealers",7215.38,7.4
443,0,2,"Revealers",7737.12,7.7
444,0,2,"Concealers",7358.2,7.56
444,0,2,"Revealers",7361.8,7.58
445,0,2,"Concealers",7337.82,7.46
445,0,2,"Revealers",7082.88,7.42
446,0,2,"Concealers",7948.1,7.86
446,0,2,"Revealers",7199.72,7.42
447,0,2,"Concealers",7815.54,7.68
447,0,2,"Revealers",8158.94,7.76
448,0,2,"Concealers",7460.96,7.5
448,0,2,"Revealers",7787.76,7.72
449,0,2,"Concealers",8038.14,7.76
449,0,2,"Revealers",7847.64,7.68
450,0,2,"Concealers",7079.86,7.38
450,0,2,"Revealers",7672.3,7.68
451,0,2,"Concealers",7459.08,7.54
451,0,2,"Revealers",7573.76,7.64
452,0,2,"Concealers",7298.06,7.54
452,0,2,"Revealers",7157.48,7.42
453,0,2,"Concealers",8275,7.76
453,0,2,"Revealers",8051.76,7.64
454,0,2,"Concealers",6874.48,7.22
454,0,2,"Revealers",7407.9,7.54
455,0,2,"Concealers",7780.84,7.7
455,0,2,"Revealers",6499.9,7.16
456,0,2,"Concealers",7937.04,7.72
456,0,2,"Revealers",8008.18,7.82
457,0,2,"Concealers",7356.46,7.46
457,0,2,"Revealers",7017.1,7.3
458,0,2,"Concealers",7962.26,7.76
458,0,2,"Revealers",7774.52,7.7
459,0,2,"Concealers",7274,7.48
459,0,2,"Revealers",7676.8,7.62
460,0,2,"Concealers",7831.88,7.68
460,0,2,"Revealers",8496.74,8.12
461,0,2,"Concealers",7724.06,7.7
461,0,2,"Revealers",6881.34,7.3
462,0,2,"Concealers",6983.96,7.4
462,0,2,"Revealers",7238.18,7.46
463,0,2,"Concealers",7637.54,7.68
463,0,2,"Revealers",7392.04,7.62
464,0,2,"Concealers",7657.36,7.7
464,0,2,"Revealers",7883.44,7.78
465,0,2,"Concealers",6979.96,7.28
465,0,2,"Revealers",8471.38,8
466,0,2,"Concealers",8149.2,7.84
466,0,2,"Revealers",7752.98,7.64
467,0,2,"Concealers",7489.58,7.62
467,0,2,"Revealers",7297.12,7.56
468,0,2,"Concealers",7889.32,7.74
468,0,2,"Revealers",7749.4,7.66
469,0,2,"Concealers",8009.34,7.86
469,0,2,"Revealers",7515.78,7.54
470,0,2,"Concealers",6913.4,7.3
470,0,2,"Revealers",7971.66,7.9
471,0,2,"Concealers",7827.7,7.62
471,0,2,"Revealers",8044.12,7.82
472,0,2,"Concealers",6746.08,7.24
472,0,2,"Revealers",7282.54,7.58
473,0,2,"Concealers",6942.04,7.34
473,0,2,"Revealers",7164.7,7.52
474,0,2,"Concealers",7986.92,7.8
474,0,2,"Revealers",8458.42,8.08
475,0,2,"Concealers",8144.74,7.94
475,0,2,"Revealers",7167.6,7.46
476,0,2,"Concealers",7064.52,7.32
476,0,2,"Revealers",7184.82,7.5
477,0,2,"Concealers",7458.06,7.66
477,0,2,"Revealers",7889.06,7.7
478,0,2,"Concealers",7634.04,7.6
478,0,2,"Revealers",7966.92,7.74
479,0,2,"Concealers",7777.34,7.62
479,0,2,"Revealers",7649.46,7.64
480,0,2,"Concealers",8117.92,7.74
480,0,2,"Revealers",8539.9,8.04
481,0,2,"Concealers",7238.82,7.44
481,0,2,"Revealers",7305.8,7.56
482,0,2,"Concealers",7424.22,7.48
482,0,2,"Revealers",7709.64,7.76
483,0,2,"Concealers",7927,7.76
483,0,2,"Revealers",8011.7,7.7
484,0,2,"Concealers",7234.34,7.4
484,0,2,"Revealers",7199.32,7.38
485,0,2,"Concealers",8029.18,7.94
485,0,2,"Revealers",7393.54,7.54
486,0,2,"Concealers",7823.32,7.7
486,0,2,"Revealers",7696.96,7.58
487,0,2,"Concealers",7537.78,7.62
487,0,2,"Revealers",7268.5,7.52
488,0,2,"Concealers",7611.68,7.62
488,0,2,"Revealers",8520.68,8.04
489,0,2,"Concealers",6838.76,7.3
489,0,2,"Revealers",7299.56,7.46
490,0,2,"Concealers",7509.62,7.6
490,0,2,"Revealers",7769.02,7.86
491,0,2,"Concealers",7885.7,7.76
491,0,2,"Revealers",7465.32,7.58
492,0,2,"Concealers",8330.38,7.88
492,0,2,"Revealers",8151.3,7.76
493,0,2,"Concealers",7372,7.58
493,0,2,"Revealers",7153.22,7.34
494,0,2,"Concealers",7914.46,7.8
494,0,2,"Revealers",7706.84,7.6
495,0,2,"Concealers",7565.72,7.54
495,0,2,"Revealers",7419.1,7.58
496,0,2,"Concealers",6878.34,7.22
496,0,2,"Revealers",8054.64,7.8
497,0,2,"Concealers",7967.74,7.7
497,0,2,"Revealers",7467.32,7.52
498,0,2,"Concealers",8126.96,7.88
498,0,2,"Revealers",7868.24,7.76
499,0,2,"Concealers",7323.4,7.5
499,0,2,"Revealers",7353.14,7.52
500,0,2,"Concealers",7362.08,7.58
500,0,2,"Revealers",7587.52,7.7
501,0.5,0,"Concealers",7062.52,7.22
501,0.5,0,"Revealers",5138.82,6.3
502,0.5,0,"Concealers",7449.98,7.4
502,0.5,0,"Revealers",5628.52,6.54
503,0.5,0,"Concealers",7408.6,7.28
503,0.5,0,"Revealers",6054.9,6.56
504,0.5,0,"Concealers",7194.84,7.22
504,0.5,0,"Revealers",6544.08,7
505,0.5,0,"Concealers",6567.88,6.82
505,0.5,0,"Revealers",4881.56,6.18
506,0.5,0,"Concealers",7411.82,7.52
506,0.5,0,"Revealers",6480.26,7.04
507,0.5,0,"Concealers",7210.4,7.36
507,0.5,0,"Revealers",6579.52,7.02
508,0.5,0,"Concealers",5754.48,6.66
508,0.5,0,"Revealers",6274.5,6.92
509,0.5,0,"Concealers",7671.16,7.32
509,0.5,0,"Revealers",4888.76,6.08
510,0.5,0,"Concealers",6832.4,7.12
510,0.5,0,"Revealers",6320.44,6.78
511,0.5,0,"Concealers",5354.56,6.14
511,0.5,0,"Revealers",3823.14,5.5
512,0.5,0,"Concealers",6524.78,6.9
512,0.5,0,"Revealers",5056.02,6.16
513,0.5,0,"Concealers",7816.26,7.54
513,0.5,0,"Revealers",5397.26,6.44
514,0.5,0,"Concealers",6529.12,6.76
514,0.5,0,"Revealers",4134,5.8
515,0.5,0,"Concealers",6060.02,6.5
515,0.5,0,"Revealers",4107.28,5.86
516,0.5,0,"Concealers",6534.3,7
516,0.5,0,"Revealers",6568.84,6.9
517,0.5,0,"Concealers",5280.98,6.1
517,0.5,0,"Revealers",4602.36,5.84
518,0.5,0,"Concealers",7894.32,7.56
518,0.5,0,"Revealers",5416.34,6.38
519,0.5,0,"Concealers",7175.66,7.26
519,0.5,0,"Revealers",6030.02,6.68
520,0.5,0,"Concealers",8177.64,7.7
520,0.5,0,"Revealers",6874.76,7.16
521,0.5,0,"Concealers",8339.78,7.74
521,0.5,0,"Revealers",7502.48,7.4
522,0.5,0,"Concealers",7555.18,7.5
522,0.5,0,"Revealers",7060.98,7.3
523,0.5,0,"Concealers",5603.54,6.42
523,0.5,0,"Revealers",4444.7,5.92
524,0.5,0,"Concealers",8175.18,7.72
524,0.5,0,"Revealers",6708.7,7.14
525,0.5,0,"Concealers",7100.84,7.2
525,0.5,0,"Revealers",5768.12,6.5
526,0.5,0,"Concealers",5733.1,6.3
526,0.5,0,"Revealers",4124.3,5.66
527,0.5,0,"Concealers",7911.26,7.62
527,0.5,0,"Revealers",7091.36,7.28
528,0.5,0,"Concealers",7296.94,7.44
528,0.5,0,"Revealers",6564.82,6.94
529,0.5,0,"Concealers",8239.22,7.74
529,0.5,0,"Revealers",7191.04,7.3
530,0.5,0,"Concealers",6696.64,7
530,0.5,0,"Revealers",5976.62,6.64
531,0.5,0,"Concealers",8192.3,7.74
531,0.5,0,"Revealers",6742.72,6.96
532,0.5,0,"Concealers",6101.42,6.72
532,0.5,0,"Revealers",6611.72,6.98
533,0.5,0,"Concealers",6265.2,6.74
533,0.5,0,"Revealers",4760.18,6.06
534,0.5,0,"Concealers",6221.64,6.64
534,0.5,0,"Revealers",4251.92,5.8
535,0.5,0,"Concealers",6775.6,7.08
535,0.5,0,"Revealers",4816.12,5.98
536,0.5,0,"Concealers",6755.6,6.94
536,0.5,0,"Revealers",5430.4,6.36
537,0.5,0,"Concealers",6436.38,6.8
537,0.5,0,"Revealers",4176.64,5.66
538,0.5,0,"Concealers",7282.62,7.34
538,0.5,0,"Revealers",6832.68,7.08
539,0.5,0,"Concealers",8844.66,8
539,0.5,0,"Revealers",6018.5,6.7
540,0.5,0,"Concealers",5868.32,6.5
540,0.5,0,"Revealers",3705.16,5.62
541,0.5,0,"Concealers",7243.64,7.24
541,0.5,0,"Revealers",8541.48,7.82
542,0.5,0,"Concealers",7398.94,7.34
542,0.5,0,"Revealers",6859.54,7.12
543,0.5,0,"Concealers",7160.9,7.32
543,0.5,0,"Revealers",5747.1,6.7
544,0.5,0,"Concealers",6504.5,6.98
544,0.5,0,"Revealers",4962.42,6.18
545,0.5,0,"Concealers",6472.86,6.66
545,0.5,0,"Revealers",5169.86,6.1
546,0.5,0,"Concealers",7762.32,7.48
546,0.5,0,"Revealers",5956.28,6.66
547,0.5,0,"Concealers",8121.5,7.74
547,0.5,0,"Revealers",6030.04,6.6
548,0.5,0,"Concealers",7096.18,7.22
548,0.5,0,"Revealers",7094.6,7.3
549,0.5,0,"Concealers",7890.6,7.6
549,0.5,0,"Revealers",7173.32,7.24
550,0.5,0,"Concealers",7948.98,7.5
550,0.5,0,"Revealers",6211.54,6.76
551,0.5,0,"Concealers",7128.54,7.22
551,0.5,0,"Revealers",6602,6.96
552,0.5,0,"Concealers",6172.62,6.64
552,0.5,0,"Revealers",4282.28,5.94
553,0.5,0,"Concealers",7907.48,7.6
553,0.5,0,"Revealers",5553.46,6.5
554,0.5,0,"Concealers",7781.38,7.46
554,0.5,0,"Revealers",6895.78,7.1
555,0.5,0,"Concealers",5747.84,6.22
555,0.5,0,"Revealers",4122.18,5.84
556,0.5,0,"Concealers",6916.34,6.94
556,0.5,0,"Revealers",3957.2,5.68
557,0.5,0,"Concealers",5491,6.2
557,0.5,0,"Revealers",3428.88,5.32
558,0.5,0,"Concealers",6652.12,7.04
558,0.5,0,"Revealers",6906.16,7.14
559,0.5,0,"Concealers",7886.9,7.52
559,0.5,0,"Revealers",4726.2,6.18
560,0.5,0,"Concealers",5983.58,6.4
560,0.5,0,"Revealers",5360.36,6.28
561,0.5,0,"Concealers",6700.42,6.94
561,0.5,0,"Revealers",5219.3,6.4
562,0.5,0,"Concealers",7719.3,7.44
562,0.5,0,"Revealers",6504.56,6.9
563,0.5,0,"Concealers",6467.4,6.82
563,0.5,0,"Revealers",5705.24,6.58
564,0.5,0,"Concealers",7081.96,7.22
564,0.5,0,"Revealers",4729.88,6.1
565,0.5,0,"Concealers",6759.84,7.1
565,0.5,0,"Revealers",7300.94,7.3
566,0.5,0,"Concealers",6333.26,6.68
566,0.5,0,"Revealers",3605.96,5.46
567,0.5,0,"Concealers",7290.58,7.16
567,0.5,0,"Revealers",5144.5,6.28
568,0.5,0,"Concealers",5748.62,6.38
568,0.5,0,"Revealers",3525.94,5.56
569,0.5,0,"Concealers",6864.7,7.22
569,0.5,0,"Revealers",7383.82,7.36
570,0.5,0,"Concealers",7534.2,7.46
570,0.5,0,"Revealers",6598.72,6.96
571,0.5,0,"Concealers",7705.36,7.58
571,0.5,0,"Revealers",7324.94,7.42
572,0.5,0,"Concealers",6127.38,6.82
572,0.5,0,"Revealers",6517.56,6.86
573,0.5,0,"Concealers",7384.54,7.38
573,0.5,0,"Revealers",6315.52,6.82
574,0.5,0,"Concealers",7772.84,7.54
574,0.5,0,"Revealers",5693.22,6.6
575,0.5,0,"Concealers",6380.9,6.84
575,0.5,0,"Revealers",5812.04,6.72
576,0.5,0,"Concealers",7356.28,7.44
576,0.5,0,"Revealers",6886.86,7.18
577,0.5,0,"Concealers",8299.24,7.74
577,0.5,0,"Revealers",6933,7.16
578,0.5,0,"Concealers",6065.6,6.5
578,0.5,0,"Revealers",4072.52,5.76
579,0.5,0,"Concealers",6703.68,7.04
579,0.5,0,"Revealers",7364.8,7.38
580,0.5,0,"Concealers",7022.28,7.18
580,0.5,0,"Revealers",4937.26,6.14
581,0.5,0,"Concealers",7158.14,7.2
581,0.5,0,"Revealers",6658.58,6.98
582,0.5,0,"Concealers",7743.88,7.48
582,0.5,0,"Revealers",6750.18,7.12
583,0.5,0,"Concealers",8378.54,7.72
583,0.5,0,"Revealers",5984.84,6.64
584,0.5,0,"Concealers",7068.66,7.02
584,0.5,0,"Revealers",5293.3,6.4
585,0.5,0,"Concealers",7075.3,7.18
585,0.5,0,"Revealers",7198.16,7.24
586,0.5,0,"Concealers",6100.32,6.38
586,0.5,0,"Revealers",3840.46,5.5
587,0.5,0,"Concealers",7952.56,7.64
587,0.5,0,"Revealers",5801.92,6.68
588,0.5,0,"Concealers",7901.32,7.66
588,0.5,0,"Revealers",6283.18,6.8
589,0.5,0,"Concealers",7396.56,7.3
589,0.5,0,"Revealers",5116.44,6.26
590,0.5,0,"Concealers",7236.52,7.26
590,0.5,0,"Revealers",5846.16,6.68
591,0.5,0,"Concealers",7480.88,7.2
591,0.5,0,"Revealers",4775.18,6.04
592,0.5,0,"Concealers",8939.72,7.96
592,0.5,0,"Revealers",6140.02,6.78
593,0.5,0,"Concealers",7592.48,7.6
593,0.5,0,"Revealers",7320.9,7.38
594,0.5,0,"Concealers",6971.92,7.08
594,0.5,0,"Revealers",5459.14,6.3
595,0.5,0,"Concealers",7529.98,7.56
595,0.5,0,"Revealers",7102.74,7.3
596,0.5,0,"Concealers",6782.62,7.02
596,0.5,0,"Revealers",5275.12,6.2
597,0.5,0,"Concealers",7458.3,7.44
597,0.5,0,"Revealers",6001.24,6.74
598,0.5,0,"Concealers",7701.14,7.48
598,0.5,0,"Revealers",6393.24,6.86
599,0.5,0,"Concealers",6948.28,7.14
599,0.5,0,"Revealers",6153.26,6.8
600,0.5,0,"Concealers",6464.4,6.94
600,0.5,0,"Revealers",5187.36,6.22
601,0.5,0.5,"Concealers",7805.52,7.66
601,0.5,0.5,"Revealers",6777.42,7.1
602,0.5,0.5,"Concealers",8769.2,7.86
602,0.5,0.5,"Revealers",5447.28,6.36
603,0.5,0.5,"Concealers",7844.72,7.64
603,0.5,0.5,"Revealers",5390.34,6.36
604,0.5,0.5,"Concealers",7319.78,7.22
604,0.5,0.5,"Revealers",4278.82,5.84
605,0.5,0.5,"Concealers",6344.46,6.58
605,0.5,0.5,"Revealers",3721.5,5.52
606,0.5,0.5,"Concealers",7519.26,7.36
606,0.5,0.5,"Revealers",5298.14,6.34
607,0.5,0.5,"Concealers",7485.42,7.38
607,0.5,0.5,"Revealers",5858.8,6.54
608,0.5,0.5,"Concealers",5914.36,6.56
608,0.5,0.5,"Revealers",3931.02,5.7
609,0.5,0.5,"Concealers",7665.66,7.48
609,0.5,0.5,"Revealers",6092.94,6.8
610,0.5,0.5,"Concealers",7837.3,7.56
610,0.5,0.5,"Revealers",6353.66,6.84
611,0.5,0.5,"Concealers",6194.28,6.62
611,0.5,0.5,"Revealers",3986.5,5.8
612,0.5,0.5,"Concealers",6628.28,6.86
612,0.5,0.5,"Revealers",4015.64,5.68
613,0.5,0.5,"Concealers",6958.32,7.2
613,0.5,0.5,"Revealers",5430.44,6.42
614,0.5,0.5,"Concealers",6279.54,6.64
614,0.5,0.5,"Revealers",3994.84,5.74
615,0.5,0.5,"Concealers",6827.6,6.92
615,0.5,0.5,"Revealers",5701.98,6.52
616,0.5,0.5,"Concealers",7928.24,7.76
616,0.5,0.5,"Revealers",7439.82,7.36
617,0.5,0.5,"Concealers",8093.8,7.74
617,0.5,0.5,"Revealers",6494.42,6.92
618,0.5,0.5,"Concealers",6614.42,6.9
618,0.5,0.5,"Revealers",5164.62,6.32
619,0.5,0.5,"Concealers",7251.44,6.98
619,0.5,0.5,"Revealers",4878.68,5.92
620,0.5,0.5,"Concealers",7559.34,7.6
620,0.5,0.5,"Revealers",7066.14,7.22
621,0.5,0.5,"Concealers",6704.24,6.98
621,0.5,0.5,"Revealers",6346.64,6.74
622,0.5,0.5,"Concealers",7843.78,7.48
622,0.5,0.5,"Revealers",5524.72,6.44
623,0.5,0.5,"Concealers",7666.68,7.54
623,0.5,0.5,"Revealers",5678.3,6.66
624,0.5,0.5,"Concealers",7478.1,7.3
624,0.5,0.5,"Revealers",4845.18,6.1
625,0.5,0.5,"Concealers",7260.32,7.22
625,0.5,0.5,"Revealers",6105.4,6.7
626,0.5,0.5,"Concealers",8164.88,7.7
626,0.5,0.5,"Revealers",6276.78,6.86
627,0.5,0.5,"Concealers",5644.3,6.06
627,0.5,0.5,"Revealers",2776.44,5
628,0.5,0.5,"Concealers",6968.7,7.14
628,0.5,0.5,"Revealers",6165.96,6.62
629,0.5,0.5,"Concealers",6938.62,7
629,0.5,0.5,"Revealers",4384.72,5.86
630,0.5,0.5,"Concealers",6847.14,7.16
630,0.5,0.5,"Revealers",5540.08,6.5
631,0.5,0.5,"Concealers",7508.1,7.54
631,0.5,0.5,"Revealers",6792.44,7.06
632,0.5,0.5,"Concealers",7244.78,7.28
