"Run","costO","costS","Strategy","PI","RS"
632,0.5,0.5,"Revealers",5553.54,6.4
633,0.5,0.5,"Concealers",7923.5,7.72
633,0.5,0.5,"Revealers",6490.46,6.96
634,0.5,0.5,"Concealers",6507.2,6.9
634,0.5,0.5,"Revealers",4820.94,6.06
635,0.5,0.5,"Concealers",7984.18,7.52
635,0.5,0.5,"Revealers",5824.02,6.66
636,0.5,0.5,"Concealers",7035.68,7.2
636,0.5,0.5,"Revealers",6330.78,6.84
637,0.5,0.5,"Concealers",7047.48,7
637,0.5,0.5,"Revealers",4732.82,6.02
638,0.5,0.5,"Concealers",7403.56,7.36
638,0.5,0.5,"Revealers",5104.82,6.26
639,0.5,0.5,"Concealers",6782.68,6.8
639,0.5,0.5,"Revealers",3744.88,5.5
640,0.5,0.5,"Concealers",8381.76,7.68
640,0.5,0.5,"Revealers",5807.46,6.58
641,0.5,0.5,"Concealers",7372.52,7.38
641,0.5,0.5,"Revealers",7227.24,7.28
642,0.5,0.5,"Concealers",8095.54,7.64
642,0.5,0.5,"Revealers",6091.22,6.72
643,0.5,0.5,"Concealers",6965.86,7.12
643,0.5,0.5,"Revealers",5533.06,6.46
644,0.5,0.5,"Concealers",8133.16,7.66
644,0.5,0.5,"Revealers",6482.16,6.98
645,0.5,0.5,"Concealers",7762.3,7.48
645,0.5,0.5,"Revealers",6706.94,7.04
646,0.5,0.5,"Concealers",7846.32,7.46
646,0.5,0.5,"Revealers",4899.8,6.2
647,0.5,0.5,"Concealers",7517.74,7.34
647,0.5,0.5,"Revealers",6094.18,6.58
648,0.5,0.5,"Concealers",8034.76,7.64
648,0.5,0.5,"Revealers",5468.72,6.46
649,0.5,0.5,"Concealers",8191.86,7.76
649,0.5,0.5,"Revealers",6177.2,6.8
650,0.5,0.5,"Concealers",8108.24,7.74
650,0.5,0.5,"Revealers",7075.64,7.18
651,0.5,0.5,"Concealers",6707.18,6.9
651,0.5,0.5,"Revealers",4547.28,5.8
652,0.5,0.5,"Concealers",7513.78,7.5
652,0.5,0.5,"Revealers",6841.96,7.1
653,0.5,0.5,"Concealers",6869.24,6.92
653,0.5,0.5,"Revealers",5611.9,6.46
654,0.5,0.5,"Concealers",7733.92,7.44
654,0.5,0.5,"Revealers",5787.22,6.66
655,0.5,0.5,"Concealers",7390.88,7.42
655,0.5,0.5,"Revealers",5558.86,6.44
656,0.5,0.5,"Concealers",6253.72,6.56
656,0.5,0.5,"Revealers",3445.56,5.38
657,0.5,0.5,"Concealers",7422.08,7.42
657,0.5,0.5,"Revealers",5772.42,6.58
658,0.5,0.5,"Concealers",7223.5,7.2
658,0.5,0.5,"Revealers",6129.48,6.76
659,0.5,0.5,"Concealers",7462.28,7.38
659,0.5,0.5,"Revealers",7331.86,7.34
660,0.5,0.5,"Concealers",6511.86,6.7
660,0.5,0.5,"Revealers",4792.68,6.06
661,0.5,0.5,"Concealers",7121.76,7.16
661,0.5,0.5,"Revealers",5323.9,6.3
662,0.5,0.5,"Concealers",7282.06,7.26
662,0.5,0.5,"Revealers",4579.16,6.02
663,0.5,0.5,"Concealers",7508.68,7.46
663,0.5,0.5,"Revealers",6280.98,6.72
664,0.5,0.5,"Concealers",7289.04,7.28
664,0.5,0.5,"Revealers",5222.78,6.16
665,0.5,0.5,"Concealers",8011.86,7.42
665,0.5,0.5,"Revealers",6004.3,6.62
666,0.5,0.5,"Concealers",7925.46,7.7
666,0.5,0.5,"Revealers",6669.32,7.14
667,0.5,0.5,"Concealers",7851.12,7.62
667,0.5,0.5,"Revealers",5642.1,6.46
668,0.5,0.5,"Concealers",7897.1,7.58
668,0.5,0.5,"Revealers",5369.12,6.46
669,0.5,0.5,"Concealers",7801.64,7.64
669,0.5,0.5,"Revealers",7539.18,7.34
670,0.5,0.5,"Concealers",7525.26,7.48
670,0.5,0.5,"Revealers",6976.72,7.12
671,0.5,0.5,"Concealers",7405.46,7.56
671,0.5,0.5,"Revealers",7030.86,7.24
672,0.5,0.5,"Concealers",7370.2,7.3
672,0.5,0.5,"Revealers",5255.2,6.3
673,0.5,0.5,"Concealers",7450.28,7.3
673,0.5,0.5,"Revealers",5288.02,6.34
674,0.5,0.5,"Concealers",8648.96,7.9
674,0.5,0.5,"Revealers",6716.98,6.98
675,0.5,0.5,"Concealers",7838.84,7.5
675,0.5,0.5,"Revealers",5225.56,6.34
676,0.5,0.5,"Concealers",7492.2,7.3
676,0.5,0.5,"Revealers",5733.56,6.5
677,0.5,0.5,"Concealers",6745.04,7.06
677,0.5,0.5,"Revealers",5443.56,6.34
678,0.5,0.5,"Concealers",7029.08,7.3
678,0.5,0.5,"Revealers",7848.82,7.58
679,0.5,0.5,"Concealers",5974.5,6.44
679,0.5,0.5,"Revealers",4375.04,5.84
680,0.5,0.5,"Concealers",8168.16,7.82
680,0.5,0.5,"Revealers",6200.3,6.82
681,0.5,0.5,"Concealers",7710.14,7.38
681,0.5,0.5,"Revealers",5105.8,6.22
682,0.5,0.5,"Concealers",7913.32,7.68
682,0.5,0.5,"Revealers",7586.5,7.4
683,0.5,0.5,"Concealers",7855.86,7.6
683,0.5,0.5,"Revealers",6873.48,7.04
684,0.5,0.5,"Concealers",6623.16,6.98
684,0.5,0.5,"Revealers",5404.54,6.44
685,0.5,0.5,"Concealers",8107.9,7.76
685,0.5,0.5,"Revealers",5598.74,6.62
686,0.5,0.5,"Concealers",6689.92,7.02
686,0.5,0.5,"Revealers",4919.54,6.12
687,0.5,0.5,"Concealers",6757.74,7.16
687,0.5,0.5,"Revealers",6312.34,6.92
688,0.5,0.5,"Concealers",7514.9,7.4
688,0.5,0.5,"Revealers",5301.36,6.32
689,0.5,0.5,"Concealers",7437.16,7.4
689,0.5,0.5,"Revealers",5988.72,6.6
690,0.5,0.5,"Concealers",7905.8,7.64
690,0.5,0.5,"Revealers",6544.58,6.98
691,0.5,0.5,"Concealers",6476.38,6.72
691,0.5,0.5,"Revealers",4970.88,6.08
692,0.5,0.5,"Concealers",6990.44,7.22
692,0.5,0.5,"Revealers",5428.04,6.32
693,0.5,0.5,"Concealers",6889.3,7.02
693,0.5,0.5,"Revealers",5611.6,6.52
694,0.5,0.5,"Concealers",6062.56,6.36
694,0.5,0.5,"Revealers",4673.62,6
695,0.5,0.5,"Concealers",7415.94,7.34
695,0.5,0.5,"Revealers",6645.84,7.02
696,0.5,0.5,"Concealers",6423.22,6.78
696,0.5,0.5,"Revealers",4562,5.94
697,0.5,0.5,"Concealers",7644.24,7.5
697,0.5,0.5,"Revealers",4860.82,6.26
698,0.5,0.5,"Concealers",7507.42,7.26
698,0.5,0.5,"Revealers",6530.34,6.94
699,0.5,0.5,"Concealers",6413.62,6.84
699,0.5,0.5,"Revealers",4724.2,6.12
700,0.5,0.5,"Concealers",5836.72,6.32
700,0.5,0.5,"Revealers",4451.32,5.88
701,0.5,1,"Concealers",7483.8,7.46
701,0.5,1,"Revealers",6694.18,6.98
702,0.5,1,"Concealers",8111.42,7.76
702,0.5,1,"Revealers",6521.04,6.98
703,0.5,1,"Concealers",7312.86,7.3
703,0.5,1,"Revealers",4999.84,6.2
704,0.5,1,"Concealers",7402.26,7.38
704,0.5,1,"Revealers",5993.54,6.7
705,0.5,1,"Concealers",8180.2,7.88
705,0.5,1,"Revealers",5685.28,6.46
706,0.5,1,"Concealers",7811.28,7.48
706,0.5,1,"Revealers",6469.92,6.92
707,0.5,1,"Concealers",8155.48,7.6
707,0.5,1,"Revealers",5532.32,6.54
708,0.5,1,"Concealers",7175.9,7.16
708,0.5,1,"Revealers",4271.44,5.9
709,0.5,1,"Concealers",7584.88,7.48
709,0.5,1,"Revealers",5349.9,6.3
710,0.5,1,"Concealers",7917.08,7.54
710,0.5,1,"Revealers",5199.94,6.34
711,0.5,1,"Concealers",8128.44,7.68
711,0.5,1,"Revealers",5592,6.46
712,0.5,1,"Concealers",7119.78,7.14
712,0.5,1,"Revealers",5687.08,6.5
713,0.5,1,"Concealers",6934.86,7.06
713,0.5,1,"Revealers",5868.52,6.58
714,0.5,1,"Concealers",7395.44,7.44
714,0.5,1,"Revealers",6656.06,7.1
715,0.5,1,"Concealers",7456.66,7.08
715,0.5,1,"Revealers",4175.86,5.7
716,0.5,1,"Concealers",6409.22,6.7
716,0.5,1,"Revealers",4723.02,5.92
717,0.5,1,"Concealers",7106.68,7.24
717,0.5,1,"Revealers",5339.82,6.3
718,0.5,1,"Concealers",6902.16,6.9
718,0.5,1,"Revealers",4102.08,5.78
719,0.5,1,"Concealers",7418.36,7.2
719,0.5,1,"Revealers",4503.44,5.96
720,0.5,1,"Concealers",6427.8,6.92
720,0.5,1,"Revealers",3659.5,5.5
721,0.5,1,"Concealers",7145.34,7.14
721,0.5,1,"Revealers",4718.16,6.06
722,0.5,1,"Concealers",7821.02,7.6
722,0.5,1,"Revealers",5410.52,6.42
723,0.5,1,"Concealers",6565.74,6.8
723,0.5,1,"Revealers",4636.32,5.96
724,0.5,1,"Concealers",6586.14,6.9
724,0.5,1,"Revealers",4643.56,5.94
725,0.5,1,"Concealers",6841.58,7.08
725,0.5,1,"Revealers",5306,6.4
726,0.5,1,"Concealers",7347.62,7.28
726,0.5,1,"Revealers",4515.8,5.96
727,0.5,1,"Concealers",6025.84,6.58
727,0.5,1,"Revealers",4076.66,5.74
728,0.5,1,"Concealers",7597.22,7.5
728,0.5,1,"Revealers",6123.16,6.64
729,0.5,1,"Concealers",5839.48,6.4
729,0.5,1,"Revealers",4331.86,5.76
730,0.5,1,"Concealers",6288.16,6.86
730,0.5,1,"Revealers",5100.2,6.22
731,0.5,1,"Concealers",8833.64,8.02
731,0.5,1,"Revealers",5276.56,6.34
732,0.5,1,"Concealers",7361.1,7.3
732,0.5,1,"Revealers",4927.44,6.26
733,0.5,1,"Concealers",6257.68,6.84
733,0.5,1,"Revealers",6434.56,6.94
734,0.5,1,"Concealers",8268.12,7.8
734,0.5,1,"Revealers",6741.36,7.06
735,0.5,1,"Concealers",7735.6,7.54
735,0.5,1,"Revealers",6548.38,6.94
736,0.5,1,"Concealers",8716.74,8.04
736,0.5,1,"Revealers",6386.42,6.78
737,0.5,1,"Concealers",6231.3,6.54
737,0.5,1,"Revealers",3741.68,5.54
738,0.5,1,"Concealers",7954.42,7.56
738,0.5,1,"Revealers",5496.7,6.4
739,0.5,1,"Concealers",6842,6.98
739,0.5,1,"Revealers",4959.4,6.12
740,0.5,1,"Concealers",5916.48,6.32
740,0.5,1,"Revealers",3899.94,5.68
741,0.5,1,"Concealers",7960.74,7.64
741,0.5,1,"Revealers",5668.48,6.48
742,0.5,1,"Concealers",6446.74,6.7
742,0.5,1,"Revealers",3767.66,5.52
743,0.5,1,"Concealers",6032.08,6.46
743,0.5,1,"Revealers",4890.52,6.08
744,0.5,1,"Concealers",7077.46,7.22
744,0.5,1,"Revealers",5539.58,6.34
745,0.5,1,"Concealers",7590.86,7.5
745,0.5,1,"Revealers",5598.22,6.54
746,0.5,1,"Concealers",7455.94,7.46
746,0.5,1,"Revealers",6250.26,6.82
747,0.5,1,"Concealers",6767.82,7.04
747,0.5,1,"Revealers",4949.34,6.24
748,0.5,1,"Concealers",7075.5,7.18
748,0.5,1,"Revealers",5675,6.42
749,0.5,1,"Concealers",6959.28,7.02
749,0.5,1,"Revealers",4713.56,6.1
750,0.5,1,"Concealers",7285.9,7.2
750,0.5,1,"Revealers",6194.32,6.76
751,0.5,1,"Concealers",7119.98,7.1
751,0.5,1,"Revealers",4088.1,5.7
752,0.5,1,"Concealers",7523.42,7.54
752,0.5,1,"Revealers",5341.06,6.3
753,0.5,1,"Concealers",8000.56,7.72
753,0.5,1,"Revealers",6704.38,6.98
754,0.5,1,"Concealers",7076.42,7.18
754,0.5,1,"Revealers",5641.92,6.62
755,0.5,1,"Concealers",7897.34,7.68
755,0.5,1,"Revealers",6361.38,6.82
756,0.5,1,"Concealers",6766.56,7.06
756,0.5,1,"Revealers",7088.24,7.18
757,0.5,1,"Concealers",8347.86,7.86
757,0.5,1,"Revealers",5262.56,6.36
758,0.5,1,"Concealers",7664.74,7.42
758,0.5,1,"Revealers",6124.02,6.88
759,0.5,1,"Concealers",7260.78,7.28
759,0.5,1,"Revealers",5732.44,6.42
760,0.5,1,"Concealers",8367.74,7.96
760,0.5,1,"Revealers",6155.44,6.8
761,0.5,1,"Concealers",7585.06,7.58
761,0.5,1,"Revealers",6172.04,6.84
762,0.5,1,"Concealers",7084.42,7.1
762,0.5,1,"Revealers",4601.88,6
763,0.5,1,"Concealers",8314.62,7.76
763,0.5,1,"Revealers",5805.36,6.58
764,0.5,1,"Concealers",8297.44,7.86
764,0.5,1,"Revealers",5776.76,6.66
765,0.5,1,"Concealers",6120.8,6.52
765,0.5,1,"Revealers",4352.68,5.82
766,0.5,1,"Concealers",7548.94,7.24
766,0.5,1,"Revealers",5527.86,6.54
767,0.5,1,"Concealers",8006.6,7.74
767,0.5,1,"Revealers",5889.6,6.72
768,0.5,1,"Concealers",7712.52,7.44
768,0.5,1,"Revealers",5133.48,6.34
769,0.5,1,"Concealers",8666.48,7.94
769,0.5,1,"Revealers",5764.76,6.44
770,0.5,1,"Concealers",7310.1,7.22
770,0.5,1,"Revealers",6397.32,6.92
771,0.5,1,"Concealers",8739.18,8.02
771,0.5,1,"Revealers",5998.2,6.82
772,0.5,1,"Concealers",8075.52,7.62
772,0.5,1,"Revealers",6045.08,6.64
773,0.5,1,"Concealers",5760.86,6.16
773,0.5,1,"Revealers",3023.24,5.06
774,0.5,1,"Concealers",7983.98,7.68
774,0.5,1,"Revealers",5231.74,6.4
775,0.5,1,"Concealers",7322.12,7.14
775,0.5,1,"Revealers",4095.78,5.72
776,0.5,1,"Concealers",6077.34,6.46
776,0.5,1,"Revealers",3843.28,5.58
777,0.5,1,"Concealers",7507.48,7.44
777,0.5,1,"Revealers",5884.52,6.68
778,0.5,1,"Concealers",6748.54,6.9
778,0.5,1,"Revealers",4522.58,5.98
779,0.5,1,"Concealers",7202.76,7.14
779,0.5,1,"Revealers",4857.24,6.26
780,0.5,1,"Concealers",8315.6,7.78
780,0.5,1,"Revealers",5599.9,6.46
781,0.5,1,"Concealers",7298.98,7.48
781,0.5,1,"Revealers",6183.2,6.8
782,0.5,1,"Concealers",7818.56,7.48
782,0.5,1,"Revealers",4854.98,6.24
783,0.5,1,"Concealers",7080.14,7.26
783,0.5,1,"Revealers",7051.34,7.14
784,0.5,1,"Concealers",6556.34,6.84
784,0.5,1,"Revealers",4772.06,6.1
785,0.5,1,"Concealers",6202.42,6.5
785,0.5,1,"Revealers",3401.46,5.42
786,0.5,1,"Concealers",7899.64,7.54
786,0.5,1,"Revealers",6465.7,7
787,0.5,1,"Concealers",6949.7,7.14
787,0.5,1,"Revealers",5739.3,6.52
788,0.5,1,"Concealers",6180,6.54
788,0.5,1,"Revealers",4222.8,5.74
789,0.5,1,"Concealers",7713.22,7.4
789,0.5,1,"Revealers",5441.64,6.48
790,0.5,1,"Concealers",7423.04,7.32
790,0.5,1,"Revealers",5053.06,6.18
791,0.5,1,"Concealers",7756.86,7.52
791,0.5,1,"Revealers",5924.66,6.64
792,0.5,1,"Concealers",7836,7.66
792,0.5,1,"Revealers",6574.32,7.02
793,0.5,1,"Concealers",8262.62,7.84
793,0.5,1,"Revealers",5652.3,6.54
794,0.5,1,"Concealers",7433.14,7.3
794,0.5,1,"Revealers",5765.2,6.58
795,0.5,1,"Concealers",7374.9,7.36
795,0.5,1,"Revealers",5561.86,6.46
796,0.5,1,"Concealers",7597.48,7.52
796,0.5,1,"Revealers",5320.88,6.22
797,0.5,1,"Concealers",6955.76,7.1
797,0.5,1,"Revealers",5602.68,6.42
798,0.5,1,"Concealers",6554.14,6.88
798,0.5,1,"Revealers",5500.52,6.5
799,0.5,1,"Concealers",7207.88,7.2
799,0.5,1,"Revealers",5098.28,6.12
800,0.5,1,"Concealers",7600.78,7.44
800,0.5,1,"Revealers",5863.36,6.7
801,0.5,1.5,"Concealers",7016.32,7.38
801,0.5,1.5,"Revealers",7339.44,7.54
802,0.5,1.5,"Concealers",7853.32,7.78
802,0.5,1.5,"Revealers",7887.14,7.8
803,0.5,1.5,"Concealers",7276.12,7.52
803,0.5,1.5,"Revealers",7261.24,7.44
804,0.5,1.5,"Concealers",7205.76,7.38
804,0.5,1.5,"Revealers",7035.04,7.44
805,0.5,1.5,"Concealers",8279.22,7.84
805,0.5,1.5,"Revealers",8353.92,7.9
806,0.5,1.5,"Concealers",6975.84,7.38
806,0.5,1.5,"Revealers",7270.34,7.4
807,0.5,1.5,"Concealers",8133.48,7.9
807,0.5,1.5,"Revealers",7885.24,7.78
808,0.5,1.5,"Concealers",8169.7,7.78
808,0.5,1.5,"Revealers",8251.48,7.96
809,0.5,1.5,"Concealers",8449.22,7.92
809,0.5,1.5,"Revealers",7733.42,7.6
810,0.5,1.5,"Concealers",8561.54,8
810,0.5,1.5,"Revealers",7928.44,7.78
811,0.5,1.5,"Concealers",8079.46,7.8
811,0.5,1.5,"Revealers",7938.48,7.7
812,0.5,1.5,"Concealers",8017.1,7.78
812,0.5,1.5,"Revealers",8506.12,7.96
813,0.5,1.5,"Concealers",7503.62,7.52
813,0.5,1.5,"Revealers",7720.52,7.64
814,0.5,1.5,"Concealers",7445.44,7.64
814,0.5,1.5,"Revealers",7207.64,7.54
815,0.5,1.5,"Concealers",7735.62,7.68
815,0.5,1.5,"Revealers",7356.74,7.54
816,0.5,1.5,"Concealers",8009.34,7.78
816,0.5,1.5,"Revealers",8033.02,7.8
817,0.5,1.5,"Concealers",7780.02,7.64
817,0.5,1.5,"Revealers",7406.64,7.4
818,0.5,1.5,"Concealers",7655.08,7.66
818,0.5,1.5,"Revealers",6887.06,7.32
819,0.5,1.5,"Concealers",7369.78,7.54
819,0.5,1.5,"Revealers",7828.1,7.74
820,0.5,1.5,"Concealers",8241.86,7.84
820,0.5,1.5,"Revealers",7696.58,7.58
821,0.5,1.5,"Concealers",7904.42,7.74
821,0.5,1.5,"Revealers",8137.22,7.8
822,0.5,1.5,"Concealers",7717.66,7.72
822,0.5,1.5,"Revealers",7712.24,7.64
823,0.5,1.5,"Concealers",7289.04,7.36
823,0.5,1.5,"Revealers",7883.38,7.78
824,0.5,1.5,"Concealers",7345.74,7.46
824,0.5,1.5,"Revealers",7899.18,7.84
825,0.5,1.5,"Concealers",7692.08,7.68
825,0.5,1.5,"Revealers",7509.18,7.58
826,0.5,1.5,"Concealers",7718.04,7.68
826,0.5,1.5,"Revealers",7344.02,7.54
827,0.5,1.5,"Concealers",8090.52,7.82
827,0.5,1.5,"Revealers",7603.02,7.48
828,0.5,1.5,"Concealers",7706.54,7.64
828,0.5,1.5,"Revealers",7766.96,7.78
829,0.5,1.5,"Concealers",7379.4,7.4
829,0.5,1.5,"Revealers",7309.34,7.44
830,0.5,1.5,"Concealers",7986.84,7.88
830,0.5,1.5,"Revealers",8109.94,7.9
831,0.5,1.5,"Concealers",6934.1,7.22
831,0.5,1.5,"Revealers",7247.5,7.58
832,0.5,1.5,"Concealers",8375.16,7.92
832,0.5,1.5,"Revealers",7891.26,7.68
833,0.5,1.5,"Concealers",8245.62,7.88
833,0.5,1.5,"Revealers",7678.3,7.64
834,0.5,1.5,"Concealers",7807.26,7.7
834,0.5,1.5,"Revealers",8040.72,7.86
835,0.5,1.5,"Concealers",7197.46,7.36
835,0.5,1.5,"Revealers",7544.72,7.66
836,0.5,1.5,"Concealers",7482.2,7.66
836,0.5,1.5,"Revealers",6718.58,7.2
837,0.5,1.5,"Concealers",6725.52,7.32
837,0.5,1.5,"Revealers",6403,7.06
838,0.5,1.5,"Concealers",8043.08,7.76
838,0.5,1.5,"Revealers",7792.92,7.6
839,0.5,1.5,"Concealers",7416.3,7.48
839,0.5,1.5,"Revealers",7939.34,7.7
840,0.5,1.5,"Concealers",7669.12,7.6
840,0.5,1.5,"Revealers",7324.26,7.56
841,0.5,1.5,"Concealers",7709.28,7.8
841,0.5,1.5,"Revealers",7574.24,7.56
842,0.5,1.5,"Concealers",7459.68,7.5
842,0.5,1.5,"Revealers",7197.56,7.34
843,0.5,1.5,"Concealers",7217.78,7.46
843,0.5,1.5,"Revealers",7141.86,7.42
844,0.5,1.5,"Concealers",6505.7,7.12
844,0.5,1.5,"Revealers",7313.04,7.56
845,0.5,1.5,"Concealers",7149.22,7.36
845,0.5,1.5,"Revealers",6968.14,7.28
846,0.5,1.5,"Concealers",8436.36,7.94
846,0.5,1.5,"Revealers",7738.08,7.6
847,0.5,1.5,"Concealers",7483.16,7.52
847,0.5,1.5,"Revealers",7511.06,7.56
848,0.5,1.5,"Concealers",8436.66,7.98
848,0.5,1.5,"Revealers",7829.78,7.64
849,0.5,1.5,"Concealers",7068.58,7.42
849,0.5,1.5,"Revealers",7529.26,7.46
850,0.5,1.5,"Concealers",7531.46,7.54
850,0.5,1.5,"Revealers",7588.88,7.64
851,0.5,1.5,"Concealers",7746.72,7.7
851,0.5,1.5,"Revealers",7351.78,7.46
852,0.5,1.5,"Concealers",8083.7,7.82
852,0.5,1.5,"Revealers",8138.26,7.84
853,0.5,1.5,"Concealers",7219.96,7.38
853,0.5,1.5,"Revealers",7169.04,7.5
854,0.5,1.5,"Concealers",8005.2,7.84
854,0.5,1.5,"Revealers",7131.46,7.46
855,0.5,1.5,"Concealers",7469.1,7.58
855,0.5,1.5,"Revealers",7243.8,7.44
856,0.5,1.5,"Concealers",7956.46,7.76
856,0.5,1.5,"Revealers",8274.92,7.84
857,0.5,1.5,"Concealers",7601.66,7.56
857,0.5,1.5,"Revealers",7982.52,7.86
858,0.5,1.5,"Concealers",7306.66,7.46
858,0.5,1.5,"Revealers",7508.04,7.56
859,0.5,1.5,"Concealers",8213.6,7.88
859,0.5,1.5,"Revealers",7421.26,7.42
860,0.5,1.5,"Concealers",7653.06,7.6
860,0.5,1.5,"Revealers",8285.38,7.82
861,0.5,1.5,"Concealers",7720.46,7.66
861,0.5,1.5,"Revealers",8043.66,7.8
862,0.5,1.5,"Concealers",7045.4,7.42
862,0.5,1.5,"Revealers",7120.18,7.44
863,0.5,1.5,"Concealers",7072.28,7.34
863,0.5,1.5,"Revealers",6615.02,7.22
864,0.5,1.5,"Concealers",7952.16,7.8
864,0.5,1.5,"Revealers",7648.82,7.58
865,0.5,1.5,"Concealers",8001.94,7.72
865,0.5,1.5,"Revealers",8238,7.86
866,0.5,1.5,"Concealers",7815.26,7.66
866,0.5,1.5,"Revealers",7246.42,7.5
867,0.5,1.5,"Concealers",8101.28,7.86
867,0.5,1.5,"Revealers",7348.94,7.48
868,0.5,1.5,"Concealers",7873.24,7.74
868,0.5,1.5,"Revealers",7209,7.42
869,0.5,1.5,"Concealers",7414.52,7.54
869,0.5,1.5,"Revealers",8028.92,7.86
870,0.5,1.5,"Concealers",7437.18,7.52
870,0.5,1.5,"Revealers",7956.2,7.78
871,0.5,1.5,"Concealers",7936.18,7.72
871,0.5,1.5,"Revealers",8160.62,7.74
872,0.5,1.5,"Concealers",7335.14,7.46
872,0.5,1.5,"Revealers",7099.96,7.36
873,0.5,1.5,"Concealers",7493.6,7.5
873,0.5,1.5,"Revealers",8290.16,8.06
874,0.5,1.5,"Concealers",7436.64,7.54
874,0.5,1.5,"Revealers",7897.1,7.68
875,0.5,1.5,"Concealers",7896.02,7.76
875,0.5,1.5,"Revealers",7469.86,7.5
876,0.5,1.5,"Concealers",8094.02,7.84
876,0.5,1.5,"Revealers",7697.26,7.52
877,0.5,1.5,"Concealers",7820.78,7.66
877,0.5,1.5,"Revealers",8513.42,8.02
878,0.5,1.5,"Concealers",7687.12,7.7
878,0.5,1.5,"Revealers",7217.96,7.46
879,0.5,1.5,"Concealers",7941.02,7.8
879,0.5,1.5,"Revealers",7805.04,7.78
880,0.5,1.5,"Concealers",7263.68,7.44
880,0.5,1.5,"Revealers",7502,7.56
881,0.5,1.5,"Concealers",7865.26,7.68
881,0.5,1.5,"Revealers",7542.4,7.6
882,0.5,1.5,"Concealers",7660.66,7.66
882,0.5,1.5,"Revealers",7629.36,7.6
883,0.5,1.5,"Concealers",7941.64,7.68
883,0.5,1.5,"Revealers",7646.48,7.6
884,0.5,1.5,"Concealers",6763.88,7.26
884,0.5,1.5,"Revealers",6919.26,7.28
885,0.5,1.5,"Concealers",7417.48,7.52
885,0.5,1.5,"Revealers",7794.36,7.62
886,0.5,1.5,"Concealers",7549.38,7.64
886,0.5,1.5,"Revealers",6940.14,7.34
887,0.5,1.5,"Concealers",7075.72,7.42
887,0.5,1.5,"Revealers",7118.6,7.48
888,0.5,1.5,"Concealers",6871.18,7.3
888,0.5,1.5,"Revealers",7458.32,7.5
889,0.5,1.5,"Concealers",7792.82,7.56
889,0.5,1.5,"Revealers",8083.58,7.82
890,0.5,1.5,"Concealers",7160.64,7.46
890,0.5,1.5,"Revealers",7620.22,7.62
891,0.5,1.5,"Concealers",6960.74,7.28
891,0.5,1.5,"Revealers",7054.76,7.34
892,0.5,1.5,"Concealers",7154.88,7.3
892,0.5,1.5,"Revealers",6903.94,7.3
893,0.5,1.5,"Concealers",6933.58,7.18
893,0.5,1.5,"Revealers",7530.92,7.62
894,0.5,1.5,"Concealers",7561.4,7.64
894,0.5,1.5,"Revealers",7217.98,7.44
895,0.5,1.5,"Concealers",7516.92,7.54
895,0.5,1.5,"Revealers",7893.32,7.74
896,0.5,1.5,"Concealers",7511.6,7.54
896,0.5,1.5,"Revealers",7877.44,7.7
897,0.5,1.5,"Concealers",8314.9,7.8
897,0.5,1.5,"Revealers",7771.22,7.66
898,0.5,1.5,"Concealers",7505.46,7.58
898,0.5,1.5,"Revealers",7384.92,7.48
899,0.5,1.5,"Concealers",7693.6,7.64
899,0.5,1.5,"Revealers",7671.34,7.68
900,0.5,1.5,"Concealers",6736.56,7.22
900,0.5,1.5,"Revealers",7256.62,7.44
901,0.5,2,"Concealers",7386.82,7.44
901,0.5,2,"Revealers",8224.7,7.94
902,0.5,2,"Concealers",8012.44,7.76
902,0.5,2,"Revealers",7993.28,7.68
903,0.5,2,"Concealers",7916.76,7.78
903,0.5,2,"Revealers",8036.66,7.76
904,0.5,2,"Concealers",6921.32,7.24
904,0.5,2,"Revealers",7638.3,7.7
905,0.5,2,"Concealers",7642.1,7.64
905,0.5,2,"Revealers",7570.78,7.64
906,0.5,2,"Concealers",8055.26,7.8
906,0.5,2,"Revealers",7750,7.66
907,0.5,2,"Concealers",7778.16,7.66
907,0.5,2,"Revealers",7643.74,7.66
908,0.5,2,"Concealers",7793.24,7.66
908,0.5,2,"Revealers",7892.68,7.64
909,0.5,2,"Concealers",7091.44,7.38
909,0.5,2,"Revealers",7985.12,7.9
910,0.5,2,"Concealers",7312.92,7.42
910,0.5,2,"Revealers",7865.56,7.84
911,0.5,2,"Concealers",7628.3,7.58
911,0.5,2,"Revealers",7457.16,7.62
912,0.5,2,"Concealers",8139.22,7.92
912,0.5,2,"Revealers",7629.28,7.54
913,0.5,2,"Concealers",7653.68,7.6
913,0.5,2,"Revealers",7808.96,7.7
914,0.5,2,"Concealers",7439.82,7.64
914,0.5,2,"Revealers",7394.74,7.58
915,0.5,2,"Concealers",7484.2,7.58
915,0.5,2,"Revealers",6566.08,7.12
916,0.5,2,"Concealers",6834.96,7.28
916,0.5,2,"Revealers",6672.98,7.24
917,0.5,2,"Concealers",7650.42,7.6
917,0.5,2,"Revealers",7923.46,7.82
918,0.5,2,"Concealers",8105.16,7.84
918,0.5,2,"Revealers",7634.88,7.58
919,0.5,2,"Concealers",7457.92,7.6
919,0.5,2,"Revealers",7295.92,7.58
920,0.5,2,"Concealers",7580.06,7.64
920,0.5,2,"Revealers",7560.78,7.64
921,0.5,2,"Concealers",7493.1,7.54
921,0.5,2,"Revealers",7753.16,7.6
