"Run","Sens","Strategy","PI","RS"
243,0.2,"Concealers",5899.46,6.32
243,0.2,"Revealers",3384.64,5.34
244,0.2,"Concealers",7416.24,7.28
244,0.2,"Revealers",5088.86,6.28
245,0.2,"Concealers",7204.12,7.06
245,0.2,"Revealers",5607.88,6.44
246,0.2,"Concealers",8962.1,8.16
246,0.2,"Revealers",7161.62,7.36
247,0.2,"Concealers",8194.66,7.74
247,0.2,"Revealers",6429.68,6.9
248,0.2,"Concealers",8056.8,7.64
248,0.2,"Revealers",6011.2,6.7
249,0.2,"Concealers",7185.44,7.26
249,0.2,"Revealers",6244.5,6.8
250,0.2,"Concealers",6499.72,6.96
250,0.2,"Revealers",7210.62,7.26
251,0.2,"Concealers",7017.02,7.24
251,0.2,"Revealers",6142.58,6.86
252,0.2,"Concealers",7103.82,7.24
252,0.2,"Revealers",6842.16,7.12
253,0.2,"Concealers",6872.08,7.14
253,0.2,"Revealers",4750.58,6.04
254,0.2,"Concealers",7399.88,7.48
254,0.2,"Revealers",6944.62,7.18
255,0.2,"Concealers",7222.2,7.3
255,0.2,"Revealers",5389.74,6.4
256,0.2,"Concealers",6100.44,6.52
256,0.2,"Revealers",4593.56,6.02
257,0.2,"Concealers",7644.06,7.4
257,0.2,"Revealers",5690.62,6.56
258,0.2,"Concealers",8029.16,7.64
258,0.2,"Revealers",5825.4,6.58
259,0.2,"Concealers",8278,7.82
259,0.2,"Revealers",6360.84,6.86
260,0.2,"Concealers",7302.34,7.22
260,0.2,"Revealers",5590.7,6.42
261,0.2,"Concealers",7318.78,7.14
261,0.2,"Revealers",4565.98,6
262,0.2,"Concealers",7052.64,7.22
262,0.2,"Revealers",5533.06,6.56
263,0.2,"Concealers",7223.88,7.24
263,0.2,"Revealers",5772.68,6.48
264,0.2,"Concealers",6637.98,6.9
264,0.2,"Revealers",3822.48,5.62
265,0.2,"Concealers",5316.24,5.86
265,0.2,"Revealers",3821.48,5.4
266,0.2,"Concealers",6707.5,7.24
266,0.2,"Revealers",7822.78,7.7
267,0.2,"Concealers",7919.78,7.52
267,0.2,"Revealers",6934.3,7.18
268,0.2,"Concealers",5931.24,6.38
268,0.2,"Revealers",4388.22,5.96
269,0.2,"Concealers",6470.3,6.74
269,0.2,"Revealers",4526.78,5.98
270,0.2,"Concealers",7817.3,7.6
270,0.2,"Revealers",6690.94,7.02
271,0.2,"Concealers",8581.08,8
271,0.2,"Revealers",6418.24,6.86
272,0.2,"Concealers",7736.46,7.5
272,0.2,"Revealers",7149.68,7.3
273,0.2,"Concealers",7196.28,7.26
273,0.2,"Revealers",5085.06,6.08
274,0.2,"Concealers",6098.56,6.86
274,0.2,"Revealers",6298.02,6.98
275,0.2,"Concealers",7163.86,7.3
275,0.2,"Revealers",7119.06,7.18
276,0.2,"Concealers",6478.92,6.66
276,0.2,"Revealers",4134.06,5.76
277,0.2,"Concealers",6889.14,7.1
277,0.2,"Revealers",6746.52,7.08
278,0.2,"Concealers",5906.32,6.66
278,0.2,"Revealers",4729.3,6.22
279,0.2,"Concealers",5999.06,6.46
279,0.2,"Revealers",4171.12,5.82
280,0.2,"Concealers",8089.26,7.7
280,0.2,"Revealers",6528.3,7.02
281,0.2,"Concealers",7244.78,7.1
281,0.2,"Revealers",5486.56,6.42
282,0.2,"Concealers",6754.06,7.12
282,0.2,"Revealers",6194.18,6.76
283,0.2,"Concealers",6049.28,6.62
283,0.2,"Revealers",5590.48,6.34
284,0.2,"Concealers",7793.6,7.48
284,0.2,"Revealers",6612.88,7.06
285,0.2,"Concealers",6959.54,6.84
285,0.2,"Revealers",4511.64,5.94
286,0.2,"Concealers",6723.22,6.92
286,0.2,"Revealers",5715.66,6.54
287,0.2,"Concealers",6023.98,6.48
287,0.2,"Revealers",5024.86,6.22
288,0.2,"Concealers",7622.9,7.5
288,0.2,"Revealers",5916.4,6.72
289,0.2,"Concealers",7263.18,7.34
289,0.2,"Revealers",5742.82,6.56
290,0.2,"Concealers",6838.1,7.08
290,0.2,"Revealers",6460.26,6.92
291,0.2,"Concealers",6508.62,6.96
291,0.2,"Revealers",4835.38,6.08
292,0.2,"Concealers",7547.72,7.38
292,0.2,"Revealers",5704.26,6.64
293,0.2,"Concealers",7522.08,7.44
293,0.2,"Revealers",6557.1,6.82
294,0.2,"Concealers",7711.96,7.58
294,0.2,"Revealers",6363.74,6.8
295,0.2,"Concealers",5959.66,6.4
295,0.2,"Revealers",4102.7,5.8
296,0.2,"Concealers",5142.94,5.94
296,0.2,"Revealers",3661.68,5.54
297,0.2,"Concealers",7344.08,7.28
297,0.2,"Revealers",5714.46,6.52
298,0.2,"Concealers",7792.52,7.68
298,0.2,"Revealers",6362.1,6.9
299,0.2,"Concealers",6778.86,6.94
299,0.2,"Revealers",4947.68,6.22
