"Run","Sens","Strategy","PI","RS"
1537,0.6,"Concealers",7504.46666666667,7.36666666666667
1537,0.6,"Revealers",6374.3,6.925
1538,0.6,"Concealers",6709.93333333333,6.96666666666667
1538,0.6,"Revealers",5675.875,6.575
1539,0.6,"Concealers",7387.36666666667,7.5
1539,0.6,"Revealers",6035.2,6.75
1540,0.6,"Concealers",6694.73333333333,7
1540,0.6,"Revealers",4882.275,6.1
1541,0.6,"Concealers",7248.3,7.23333333333333
1541,0.6,"Revealers",6009.075,6.725
1542,0.6,"Concealers",6957.66666666667,7.26666666666667
1542,0.6,"Revealers",4743.875,6.125
1543,0.6,"Concealers",6896.1,7.06666666666667
1543,0.6,"Revealers",6210.4,6.775
1544,0.6,"Concealers",7777.75,7.53333333333333
1544,0.6,"Revealers",5273.775,6.25
1545,0.6,"Concealers",6202.41666666667,6.76666666666667
1545,0.6,"Revealers",4896.4,6.15
1546,0.6,"Concealers",6657.28333333333,7.03333333333333
1546,0.6,"Revealers",5733.125,6.425
1547,0.6,"Concealers",7643.1,7.51666666666667
1547,0.6,"Revealers",5556.275,6.45
1548,0.6,"Concealers",7051.33333333333,7.16666666666667
1548,0.6,"Revealers",5408.475,6.425
1549,0.6,"Concealers",7504.26666666667,7.41666666666667
1549,0.6,"Revealers",7295.475,7.15
1550,0.6,"Concealers",6026.38333333333,6.35
1550,0.6,"Revealers",3525.95,5.45
1551,0.6,"Concealers",6609.73333333333,6.96666666666667
1551,0.6,"Revealers",4565.825,5.85
1552,0.6,"Concealers",6632.3,6.98333333333333
1552,0.6,"Revealers",4847.1,6.05
1553,0.6,"Concealers",7637.28333333333,7.43333333333333
1553,0.6,"Revealers",5619.325,6.65
1554,0.6,"Concealers",5809.31666666667,6.33333333333333
1554,0.6,"Revealers",3759.3,5.475
1555,0.6,"Concealers",6647,6.96666666666667
1555,0.6,"Revealers",4201.725,5.9
1556,0.6,"Concealers",6199.53333333333,6.73333333333333
1556,0.6,"Revealers",4959.55,5.975
1557,0.6,"Concealers",6145.55,6.56666666666667
1557,0.6,"Revealers",4095.125,5.725
1558,0.6,"Concealers",6404.35,6.73333333333333
1558,0.6,"Revealers",5030.275,6.15
1559,0.6,"Concealers",6850.33333333333,7.01666666666667
1559,0.6,"Revealers",5015.675,6.225
1560,0.6,"Concealers",7177.05,7.2
1560,0.6,"Revealers",4602.775,5.925
1561,0.6,"Concealers",8260.88333333333,7.76666666666667
